url,type,price,sq_ft,price_per_sq_ft,latitude,longitude,beds,baths,address,tags,year_built,property_type,amenities.hoa_dues,amenities.community,amenities.county,amenities.built,amenities.property_type,amenities.heating_cooling,amenities.laundry,amenities.parking,amenities.lot_size,num_restaurants,avg_restaurant_price_level,num_stores,num_schools,num_hospitals,num_crimes,violent_crime_count,nonviolent_crime_count,most_prevalent_crime,crime_proportion
https://redfin.com/IL/Chicago/211-E-Ohio-St-60611/unit-2611/home/12764910,for_sale,193000.0,,520.1662870159454,41.8923975,-87.6216907,0.0,1.0,"211 E Ohio St #2611, Chicago, IL 60611","['OPEN CONCEPT FLOORPLAN', 'CITY SKYLINE VIEWS', 'HUGE WALK-IN CLOSET', 'SOLID OAK HARDWOOD FLOORING', 'AMPLE KITCHEN STORAGE', 'NEW STAINLESS STEEL DISHWASHER']",1984.0,Condo/Co-op,$594 monthly HOA fee,CHI - Near North Side,Cook,Built in 1984,Condo,,Shared laundry,1 garage space,,148,2.143939393939394,3,37,50,7853,2075,5617,THEFT,0.4076149242327773
https://redfin.com/IL/Chicago/850-N-Lake-Shore-Dr-60611/unit-1606/home/194558313,for_sale,497000.0,1031.0,482.0,41.8982543,-87.6186746,1.0,1.0,"850 N Lake Shore Dr #1606, Chicago, IL 60611","['MAGNIFICENT LOBBY', 'SOARING CEILINGS', 'WALK-IN-CLOSET', 'GALLEY KITCHEN', 'INTRICATELY CARVED MOLDINGS', 'LAKE FACING VIEWS']",1927.0,Condo/Co-op,$680/mo,CHI - Near North Side,Cook,1927,Condo,Has A/C,In-unit laundry (washer and dryer),1 car garage,,98,2.1511627906976742,1,26,42,4393,1135,3213,THEFT,0.4334167994536763
https://redfin.com/IL/Chicago/64-E-Elm-St-60611/unit-3/home/14123810,for_sale,2290000.0,3657.0,626.0,41.9034632,-87.626304,3.0,3.5,"64 E Elm St #3, Chicago, IL 60611","['CARRARA MARBLE COUNTERTOPS', 'ADJACENT DEN', 'LARGE LIVING AND DINING SPACE', 'CUSTOM CABINETRY', 'HIGHEST END APPLIANCES', 'WINE REFRIGERATION']",1911.0,Condo/Co-op,"$1,041/mo",CHI - Near North Side,Cook,1911,Condo,Has A/C,Washer and dryer hookups,1 car garage,,103,1.945054945054945,0,38,16,3802,1049,2702,THEFT,0.4018937401367701
https://redfin.com/IL/Chicago/850-N-Lake-Shore-Dr-60611/unit-1608/home/194557435,for_sale,508000.0,1040.0,488.0,41.8982543,-87.6186746,1.0,1.0,"850 N Lake Shore Dr #1608, Chicago, IL 60611","['WALK-IN CLOSETS', 'MAGNIFICENT LOBBY', 'SOARING CEILINGS', 'INTRICATELY CARVED MOLDINGS', 'STUNNING CHANDELIERS', 'HEATED INDOOR POOL']",1927.0,Condo/Co-op,$689 monthly HOA fee,CHI - Near North Side,Cook,Built in 1927,Condo,Has A/C,In-unit laundry (washer and dryer),1 garage space,,98,2.1511627906976742,1,26,42,4393,1135,3213,THEFT,0.4334167994536763
https://redfin.com/IL/Chicago/405-N-Wabash-Ave-60611/unit-3003/home/14099510,for_sale,230000.0,665.0,346.0,41.8897553,-87.626013,0.0,1.0,"405 N Wabash Ave #3003, Chicago, IL 60611","['WINDOWS IN THE KITCHEN', 'SPACIOUS FITNESS ROOM', 'PANORAMIC VIEWS', 'HIGH FLOOR UNIT', 'AMPLE CLOSET SPACE', 'INDOOR POOL']",1977.0,Condo/Co-op,$492 monthly HOA fee,River Plaza,Cook,Built in 1977,Condo,Has A/C,Shared laundry,1 garage space,,161,2.0728476821192054,3,58,58,10787,2648,7902,THEFT,0.43033280800964124
https://redfin.com/IL/Chicago/680-N-Lake-Shore-Dr-60611/unit-2300/home/14097249,for_sale,999000.0,2575.0,388.0,41.8947125,-87.6158189,1.0,1.5,"680 N Lake Shore Dr #2300, Chicago, IL 60611","['EXCLUSIVE VESTIBULE', 'FULL-FLOOR EXECUTIVE HOME', 'MARBLE BATH', 'INDOOR POOL AND SPA', 'GALLEY-STYLE KITCHEN', 'PREMIUM GARAGE SPACE']",1923.0,Condo/Co-op,"$1,618/mo",CHI - Near North Side,Cook,1923,Condo,Has A/C,In-unit laundry (washer and dryer),1 car garage,,102,2.0875,1,23,43,4034,989,3003,THEFT,0.43182944967773923
https://redfin.com/IL/Chicago/451-E-Grand-Ave-60611/unit-4704/home/178527067,for_sale,1699000.0,1737.0,978.0,41.8915284,-87.6155848,2.0,2.5,"451 E Grand Ave #4704, Chicago, IL 60611","['HARDWOOD FLOORS', 'CUSTOM VANITIES', 'STONE BATHROOMS', 'SPLIT BEDROOM LAYOUT', '10 CEILINGS', 'OPEN CLASSIC WHITE KITCHEN']",2019.0,Condo/Co-op,"$1,793 monthly HOA fee",CHI - Near North Side,Cook,Built in 2019,Condo,Has A/C,In-unit laundry (washer and dryer),1 garage space,,93,2.0533333333333332,2,23,44,4229,1055,3113,THEFT,0.42326791203594233
https://redfin.com/IL/Chicago/850-Lake-Shore-Dr-60611/unit-301/home/183231977,for_sale,589000.0,1416.0,416.0,41.8982543,-87.6186746,1.0,1.5,"850 N Lake Shore Dr #301, Chicago, IL 60611","['EXPANSIVE GRAND LOUNGE', 'MAGNIFICENT LOBBY', 'SOARING CEILINGS', 'INTRICATELY CARVED MOLDINGS', 'STUNNING CHANDELIERS', 'HEATED INDOOR POOL']",1927.0,Condo/Co-op,$885 monthly HOA fee,CHI - Near North Side,Cook,Built in 1927,Condo,Has A/C,In-unit laundry (washer and dryer),1 garage space,,98,2.1511627906976742,1,26,42,4393,1135,3213,THEFT,0.4334167994536763
https://redfin.com/IL/Chicago/850-Lake-Shore-Dr-60611/unit-1403/home/183578635,for_sale,689000.0,1255.0,549.0,41.8982543,-87.6186746,1.0,1.0,"850 N Lake Shore Dr #1403, Chicago, IL 60611","['EXPANSIVE GRAND LOUNGE', 'MAGNIFICENT LOBBY', 'SOARING CEILINGS', 'INTRICATELY CARVED MOLDINGS', 'LAKE FACING VIEWS', 'HEATED INDOOR POOL']",1927.0,Condo/Co-op,$862/mo,CHI - Near North Side,Cook,1927,Condo,Has A/C,In-unit laundry (washer and dryer),1 car garage,,98,2.1511627906976742,1,26,42,4393,1135,3213,THEFT,0.4334167994536763
https://redfin.com/IL/Chicago/505-N-McClurg-Ct-60611/unit-1903/home/39558057,for_sale,1075000.0,1803.0,596.0,41.8915594,-87.6171507,3.0,2.5,"505 N Mcclurg Ct #1903, Chicago, IL 60611","['TILED BACKSPLASH', '42 INCH CHERRY CABINETS', 'STAINLESS APPLIANCES', 'GRANITE COUNTERTOPS', 'FLOOR TO CEILING WINDOWS', 'PANORAMIC VIEWS']",2008.0,Condo/Co-op,"$1,409/mo",CHI - Near North Side,Cook,2008,Condo,Has A/C,Washer and dryer hookups,1 car garage,,102,2.058139534883721,2,27,49,5379,1389,3894,THEFT,0.4102993121398029
https://redfin.com/IL/Chicago/175-E-Delaware-Pl-60611/unit-4811/home/14118167,for_sale,499900.0,1250.0,400.0,41.8990143,-87.6228548,2.0,2.0,"175 E Delaware Pl #4811, Chicago, IL 60611","['OPEN FLOOR PLAN', 'FULL SIZE WINDOWS', 'CUSTOM-FINISHED KITCHEN', 'GRANITE COUNTERTOPS', 'HANDMADE ITALIAN CABINETRY', 'UNOBSTRUCTED VIEWS']",1969.0,Condo/Co-op,"$1,103/mo",CHI - Near North Side,Cook,1969,Condo,,Shared laundry,1 car garage,,119,2.0660377358490565,2,31,43,5878,1621,4175,THEFT,0.40881252126573664
https://redfin.com/IL/Chicago/55-E-Erie-St-60611/unit-1403/home/12672168,for_sale,1100000.0,2028.0,542.0,41.8937613,-87.6261578,3.0,2.5,"55 E Erie St #1403, Chicago, IL 60611","['LAUNDRY CLOSET', ""NEWLY UPDATED CHEF'S KITCHEN"", 'NEW HARDWOOD FLOORING', 'ICONIC CITY VIEWS', 'QUARTZ COUNTERTOPS', 'TWO TERRACES']",2004.0,Condo/Co-op,"$1,441/mo",CHI - Near North Side,Cook,2004,Condo,Has A/C,In-unit laundry (washer and dryer),3 car garage,,176,2.16875,2,44,52,8463,2260,6022,THEFT,0.3957225570128796
https://redfin.com/IL/Chicago/201-E-Chestnut-St-60611/unit-11F/home/14116947,for_sale,268000.0,1050.0,255.0,41.8981632,-87.6216074,1.0,1.0,"201 E Chestnut St Unit 11F, Chicago, IL 60611","['BALCONY', 'HARDWOOD FLOORS', 'STAINLESS STEEL APPLIANCES', 'MIELE DISHWASHER', 'SOUTH-FACING', 'SUBZERO FRIDGE']",1966.0,Condo/Co-op,$805/mo,CHI - Near North Side,Cook,1966,Condo,Has A/C,Shared laundry,2 car garage,,114,2.088235294117647,2,30,43,5705,1499,4132,THEFT,0.42506573181419804
