Name,Business Status,Address,Price Level,Rating,Total Ratings,Types,Latitude,Longitude
Peachtree Educational Day Care,OPERATIONAL,"2845 West 71st Street, Chicago",Price information not available,4,4,"['school', 'point_of_interest', 'establishment']",41.7644037,-87.69476949999999
Mc Kay Elementary School,OPERATIONAL,"6901 South Fairfield Avenue, Chicago",Price information not available,3.2,24,"['primary_school', 'school', 'point_of_interest', 'establishment']",41.7670638,-87.6910855
Mc Kay Early Childhood Center,CLOSED_TEMPORARILY,"7058 South Washtenaw Avenue, Chicago",Price information not available,No rating,No ratings,"['school', 'point_of_interest', 'establishment']",41.7649741,-87.69099349999999
Brown Bear Academy 2,OPERATIONAL,"7201 South Western Avenue, Chicago",Price information not available,No rating,No ratings,"['school', 'point_of_interest', 'establishment']",41.76274979999999,-87.68277189999999
Children's Playhouse,OPERATIONAL,"7012 South Talman Avenue, Chicago",Price information not available,5,2,"['school', 'point_of_interest', 'establishment']",41.7659811,-87.6896289
Kiddie College Learning Center II,OPERATIONAL,"2845 West 71st Street, Chicago",Price information not available,4.3,6,"['school', 'point_of_interest', 'establishment']",41.7644037,-87.69476949999999
Amandla Charter School (Grades 9-12),OPERATIONAL,"6820 South Washtenaw Avenue, Chicago",Price information not available,4.8,16,"['school', 'point_of_interest', 'establishment']",41.76943989999999,-87.690888
A Phillip Randolph School,OPERATIONAL,"7316 South Hoyne Avenue, Chicago",Price information not available,4.3,6,"['primary_school', 'school', 'point_of_interest', 'establishment']",41.7606387,-87.67683629999999
Southside Occupational Academy High School,OPERATIONAL,"7342 South Hoyne Avenue, Chicago",Price information not available,4.6,22,"['secondary_school', 'school', 'point_of_interest', 'establishment']",41.759848,-87.67601429999999
A Phillip Randolph School,OPERATIONAL,"7316 South Hoyne Avenue, Chicago",Price information not available,4.3,6,"['primary_school', 'school', 'point_of_interest', 'establishment']",41.7606387,-87.67683629999999
Southside Language Center,OPERATIONAL,"7342 South Hoyne Avenue, Chicago",Price information not available,5,1,"['school', 'point_of_interest', 'establishment']",41.75969370000001,-87.67622
Brown Bear Academy 2,OPERATIONAL,"7201 South Western Avenue, Chicago",Price information not available,No rating,No ratings,"['school', 'point_of_interest', 'establishment']",41.76274979999999,-87.68277189999999
Barton Elementary School,OPERATIONAL,"7650 South Wolcott Avenue, Chicago",Price information not available,4.4,13,"['primary_school', 'school', 'point_of_interest', 'establishment']",41.7546087,-87.6713822
The Montessori School of Englewood,OPERATIONAL,"6936 South Hermitage Avenue, Chicago",Price information not available,5,6,"['school', 'point_of_interest', 'establishment']",41.7675808,-87.66786719999999
John P. Altgeld Elementary School,OPERATIONAL,"1340 West 71st Street, Chicago",Price information not available,5,3,"['primary_school', 'school', 'point_of_interest', 'establishment']",41.7653931,-87.6583442
Rosia's KTC Home ChildCare,OPERATIONAL,"1263 West 74th Street, Chicago",Price information not available,5,2,"['school', 'point_of_interest', 'establishment']",41.7593817,-87.65639929999999
West Englewood Christian School,OPERATIONAL,"7326 South Racine Avenue, Chicago",Price information not available,No rating,No ratings,"['primary_school', 'school', 'point_of_interest', 'establishment']",41.76065569999999,-87.65428999999999
Wentworth Elementary School,OPERATIONAL,"1340 West 71st Street, Chicago",Price information not available,2.6,7,"['primary_school', 'school', 'point_of_interest', 'establishment']",41.76526750000001,-87.6582549
The Montessori School of Englewood,OPERATIONAL,"6936 South Hermitage Avenue, Chicago",Price information not available,5,6,"['school', 'point_of_interest', 'establishment']",41.7675808,-87.66786719999999
Barton Elementary School,OPERATIONAL,"7650 South Wolcott Avenue, Chicago",Price information not available,4.4,13,"['primary_school', 'school', 'point_of_interest', 'establishment']",41.7546087,-87.6713822
Rosia's KTC Home ChildCare,OPERATIONAL,"1263 West 74th Street, Chicago",Price information not available,5,2,"['school', 'point_of_interest', 'establishment']",41.7593817,-87.65639929999999
West Englewood Christian School,OPERATIONAL,"7326 South Racine Avenue, Chicago",Price information not available,No rating,No ratings,"['primary_school', 'school', 'point_of_interest', 'establishment']",41.76065569999999,-87.65428999999999
Excel Academy of Englewood,OPERATIONAL,"7141 South Morgan Street, Chicago",Price information not available,4.4,9,"['secondary_school', 'school', 'point_of_interest', 'establishment']",41.7636438,-87.6489991
John P. Altgeld Elementary School,OPERATIONAL,"1340 West 71st Street, Chicago",Price information not available,5,3,"['primary_school', 'school', 'point_of_interest', 'establishment']",41.7653931,-87.6583442
AJM College of the Bible,OPERATIONAL,"7201 South Emerald Avenue, Chicago",Price information not available,No rating,No ratings,"['school', 'point_of_interest', 'establishment']",41.7632759,-87.6426192
Stagg Elementary School,OPERATIONAL,"7424 South Morgan Street, Chicago",Price information not available,4.1,7,"['primary_school', 'school', 'point_of_interest', 'establishment']",41.75916159999999,-87.64928359999999
Wentworth Elementary School,OPERATIONAL,"1340 West 71st Street, Chicago",Price information not available,2.6,7,"['primary_school', 'school', 'point_of_interest', 'establishment']",41.76526750000001,-87.6582549
"Dr. Martin Luther King, Jr Academy of Social Justice",OPERATIONAL,"644 West 71st Street, Chicago",Price information not available,4,8,"['primary_school', 'school', 'point_of_interest', 'establishment']",41.7654836,-87.64133179999999
Carrie Jacobs Bond Elementary School,OPERATIONAL,"7050 South May Street, Chicago",Price information not available,3.6,7,"['primary_school', 'school', 'point_of_interest', 'establishment']",41.76575510000001,-87.6532524
Lez Enfants Academy,OPERATIONAL,"7209 South Halsted Street, Chicago",Price information not available,5,1,"['school', 'point_of_interest', 'establishment']",41.7629736,-87.6441976
Oglesby Elementary School,OPERATIONAL,"7646 South Green Street, Chicago",Price information not available,3.7,12,"['primary_school', 'school', 'point_of_interest', 'establishment']",41.75480709999999,-87.6460264
Discovery Early Learning Center,OPERATIONAL,"7534 South Halsted Street, Chicago",Price information not available,2.5,2,"['school', 'point_of_interest', 'establishment']",41.7566262,-87.64454180000001
Chicago Urban Day School,OPERATIONAL,"1248 West 69th Street, Chicago",Price information not available,3,2,"['school', 'point_of_interest', 'establishment']",41.7688973,-87.65628040000001
William Augustus Hinton School,OPERATIONAL,"644 West 71st Street, Chicago",Price information not available,5,1,"['primary_school', 'school', 'point_of_interest', 'establishment']",41.7655774,-87.6413714
Harvard Elementary School,OPERATIONAL,"7525 South Harvard Avenue, Chicago",Price information not available,3.4,13,"['primary_school', 'school', 'point_of_interest', 'establishment']",41.7575256,-87.6323302
AJM College of the Bible,OPERATIONAL,"7201 South Emerald Avenue, Chicago",Price information not available,No rating,No ratings,"['school', 'point_of_interest', 'establishment']",41.7632759,-87.6426192
"Dr. Martin Luther King, Jr Academy of Social Justice",OPERATIONAL,"644 West 71st Street, Chicago",Price information not available,4,8,"['primary_school', 'school', 'point_of_interest', 'establishment']",41.7654836,-87.64133179999999
Excel Academy of Englewood,OPERATIONAL,"7141 South Morgan Street, Chicago",Price information not available,4.4,9,"['secondary_school', 'school', 'point_of_interest', 'establishment']",41.7636438,-87.6489991
Stagg Elementary School,OPERATIONAL,"7424 South Morgan Street, Chicago",Price information not available,4.1,7,"['primary_school', 'school', 'point_of_interest', 'establishment']",41.75916159999999,-87.64928359999999
William Augustus Hinton School,OPERATIONAL,"644 West 71st Street, Chicago",Price information not available,5,1,"['primary_school', 'school', 'point_of_interest', 'establishment']",41.7655774,-87.6413714
Lez Enfants Academy,OPERATIONAL,"7209 South Halsted Street, Chicago",Price information not available,5,1,"['school', 'point_of_interest', 'establishment']",41.7629736,-87.6441976
Discovery Early Learning Center,OPERATIONAL,"7534 South Halsted Street, Chicago",Price information not available,2.5,2,"['school', 'point_of_interest', 'establishment']",41.7566262,-87.64454180000001
Oglesby Elementary School,OPERATIONAL,"7646 South Green Street, Chicago",Price information not available,3.7,12,"['primary_school', 'school', 'point_of_interest', 'establishment']",41.75480709999999,-87.6460264
HTD Day School w/ META24,OPERATIONAL,"77th and, South Halsted Street, Chicago",Price information not available,5,1,"['school', 'point_of_interest', 'establishment']",41.7544966,-87.6438652
Harvard Elementary School,OPERATIONAL,"7525 South Harvard Avenue, Chicago",Price information not available,3.4,13,"['primary_school', 'school', 'point_of_interest', 'establishment']",41.7575256,-87.6323302
Shiloh Academy,OPERATIONAL,Chicago,Price information not available,No rating,No ratings,"['school', 'point_of_interest', 'establishment']",41.7669922,-87.6224122
Deneen Elementary School,OPERATIONAL,"7257 South State Street, Chicago",Price information not available,4.5,15,"['primary_school', 'school', 'point_of_interest', 'establishment']",41.7624357,-87.623708
Parker Child Parent Center,OPERATIONAL,"328 West 69th Street, Chicago",Price information not available,4.5,2,"['school', 'point_of_interest', 'establishment']",41.7691916,-87.6336029
Chicago SDA Academy,OPERATIONAL,"7008 South Michigan Avenue, Chicago",Price information not available,4,3,"['primary_school', 'school', 'point_of_interest', 'establishment']",41.7669578,-87.62223019999999
Broken Chains Ministries,OPERATIONAL,"7400 South Michigan Avenue, Chicago",Price information not available,No rating,No ratings,"['school', 'point_of_interest', 'establishment']",41.7599459,-87.62176649999999
Blessings Healthcare Career Academy,OPERATIONAL,"200 East 75th Street Suite 200, Chicago",Price information not available,5,13,"['school', 'health', 'point_of_interest', 'establishment']",41.7585316,-87.6191795
Augustus Tolton Catholic Academy,OPERATIONAL,"7120 South Calumet Avenue, Chicago",Price information not available,4.1,7,"['primary_school', 'school', 'point_of_interest', 'establishment']",41.7649588,-87.6170672
Rapcology Life on the Beats the home studio recording musicians blog,OPERATIONAL,"411 East 71st Street, Chicago",Price information not available,No rating,No ratings,"['school', 'store', 'point_of_interest', 'establishment']",41.76553839999999,-87.61474799999999
Smarter Childcare LLC,CLOSED_TEMPORARILY,"7429 South Calumet Avenue, Chicago",Price information not available,4.7,23,"['school', 'point_of_interest', 'establishment']",41.7593572,-87.616359
Shiloh Academy,OPERATIONAL,Chicago,Price information not available,No rating,No ratings,"['school', 'point_of_interest', 'establishment']",41.7669922,-87.6224122
FORESIGHT CLC,OPERATIONAL,"101 East 69th Street, Chicago",Price information not available,2.4,14,"['school', 'point_of_interest', 'establishment']",41.7691004,-87.6215211
Deneen Elementary School,OPERATIONAL,"7257 South State Street, Chicago",Price information not available,4.5,15,"['primary_school', 'school', 'point_of_interest', 'establishment']",41.7624357,-87.623708
Chicago SDA Academy,OPERATIONAL,"7008 South Michigan Avenue, Chicago",Price information not available,4,3,"['primary_school', 'school', 'point_of_interest', 'establishment']",41.7669578,-87.62223019999999
Augustus Tolton Catholic Academy,OPERATIONAL,"7120 South Calumet Avenue, Chicago",Price information not available,4.1,7,"['primary_school', 'school', 'point_of_interest', 'establishment']",41.7649588,-87.6170672
Park Manor Elementary School,OPERATIONAL,"7037 South Rhodes Avenue, Chicago",Price information not available,3.7,6,"['primary_school', 'school', 'point_of_interest', 'establishment']",41.76648220000001,-87.6114758
Angel Land Nursery School,OPERATIONAL,Chicago,Price information not available,No rating,No ratings,"['school', 'point_of_interest', 'establishment']",41.75822459999999,-87.6147618
Blessings Healthcare Career Academy,OPERATIONAL,"200 East 75th Street Suite 200, Chicago",Price information not available,5,13,"['school', 'health', 'point_of_interest', 'establishment']",41.7585316,-87.6191795
Broken Chains Ministries,OPERATIONAL,"7400 South Michigan Avenue, Chicago",Price information not available,No rating,No ratings,"['school', 'point_of_interest', 'establishment']",41.7599459,-87.62176649999999
Tanner Elementary School,OPERATIONAL,"7350 South Evans Avenue, Chicago",Price information not available,2,5,"['primary_school', 'school', 'point_of_interest', 'establishment']",41.7606669,-87.6069052
Kids World,OPERATIONAL,"751 East 75th Street, Chicago",Price information not available,No rating,No ratings,"['school', 'point_of_interest', 'establishment']",41.7584226,-87.6058469
Rescue Missionary Center Church and School,OPERATIONAL,"7740 South Eberhart Avenue, Chicago",Price information not available,No rating,No ratings,"['school', 'point_of_interest', 'establishment']",41.7535237,-87.6129495
Rescue Missionary Christian,OPERATIONAL,"7740 South Eberhart Avenue, Chicago",Price information not available,No rating,No ratings,"['school', 'point_of_interest', 'establishment']",41.7535237,-87.6129495
Gary Comer College Prep,OPERATIONAL,"7131 South South Chicago Avenue, Chicago",Price information not available,3.2,21,"['secondary_school', 'school', 'point_of_interest', 'establishment']",41.7652098,-87.6040574
Gary Comer College Prep Middle School,OPERATIONAL,"1010 East 72nd Street, Chicago",Price information not available,3.5,23,"['secondary_school', 'school', 'point_of_interest', 'establishment']",41.7647374,-87.59969509999999
Grand Crossing Kid Care,OPERATIONAL,"7522 South Greenwood Avenue, Chicago",Price information not available,3.4,5,"['school', 'point_of_interest', 'establishment']",41.75791630000001,-87.598208
Emil G. Hirsch Metropolitan High School,OPERATIONAL,"7740 South Ingleside Avenue, Chicago",Price information not available,3.8,9,"['secondary_school', 'school', 'point_of_interest', 'establishment']",41.753991,-87.60192699999999
Rapcology Life on the Beats the home studio recording musicians blog,OPERATIONAL,"411 East 71st Street, Chicago",Price information not available,No rating,No ratings,"['school', 'point_of_interest', 'store', 'establishment']",41.76553839999999,-87.61474799999999
Paul Revere Elementary School,OPERATIONAL,"1010 East 72nd Street, Chicago",Price information not available,4.5,2,"['primary_school', 'school', 'point_of_interest', 'establishment']",41.76440530000001,-87.6000469
Tanner Elementary School,OPERATIONAL,"7350 South Evans Avenue, Chicago",Price information not available,2,5,"['primary_school', 'school', 'point_of_interest', 'establishment']",41.7606669,-87.6069052
Kids World,OPERATIONAL,"751 East 75th Street, Chicago",Price information not available,No rating,No ratings,"['school', 'point_of_interest', 'establishment']",41.7584226,-87.6058469
Arabic Temple #44,OPERATIONAL,"7549 South Cottage Grove Avenue, Chicago",Price information not available,No rating,No ratings,"['school', 'point_of_interest', 'establishment']",41.75722150000001,-87.6050293
Park Manor Elementary School,OPERATIONAL,"7037 South Rhodes Avenue, Chicago",Price information not available,3.7,6,"['primary_school', 'school', 'point_of_interest', 'establishment']",41.76648220000001,-87.6114758
Angel Land Nursery School,OPERATIONAL,Chicago,Price information not available,No rating,No ratings,"['school', 'point_of_interest', 'establishment']",41.75822459999999,-87.6147618
Gary Comer College Prep Middle School,OPERATIONAL,"1010 East 72nd Street, Chicago",Price information not available,3.5,23,"['secondary_school', 'school', 'point_of_interest', 'establishment']",41.7647374,-87.59969509999999
Angel's Infant2Toddler Daycare,OPERATIONAL,"1705 East 73rd Street, Chicago",Price information not available,No rating,No ratings,"['school', 'point_of_interest', 'establishment']",41.7623465,-87.5831843
Grand Crossing Kid Care,OPERATIONAL,"7522 South Greenwood Avenue, Chicago",Price information not available,3.4,5,"['school', 'point_of_interest', 'establishment']",41.75791630000001,-87.598208
Muhammad University of Islam,OPERATIONAL,"7351 South Stony Island Avenue, Chicago",Price information not available,4.3,34,"['school', 'point_of_interest', 'establishment']",41.7610228,-87.5845872
Childrens Developmental Inc,OPERATIONAL,"7037 South Stony Island Avenue, Chicago",Price information not available,5,10,"['school', 'point_of_interest', 'establishment']",41.7668602,-87.5853898
James Madison School,OPERATIONAL,"7433 South Dorchester Avenue, Chicago",Price information not available,3.5,8,"['primary_school', 'school', 'point_of_interest', 'establishment']",41.7600198,-87.5904492
Paul Revere Elementary School,OPERATIONAL,"1010 East 72nd Street, Chicago",Price information not available,4.5,2,"['primary_school', 'school', 'point_of_interest', 'establishment']",41.76440530000001,-87.6000469
St Paul Lutheran School,OPERATIONAL,"7621 South Dorchester Avenue, Chicago",Price information not available,4.5,20,"['primary_school', 'school', 'point_of_interest', 'establishment']",41.7563125,-87.5902668
Nkrumah International Academy,OPERATIONAL,"7415 South East End Avenue, Chicago",Price information not available,5,1,"['school', 'point_of_interest', 'establishment']",41.76008969999999,-87.5833878
Art In Motion,OPERATIONAL,"7415 South East End Avenue, Chicago",Price information not available,No rating,No ratings,"['secondary_school', 'school', 'point_of_interest', 'establishment']",41.76007619999999,-87.582956
Maranatha Headstart,OPERATIONAL,"1631 East 71st Street, Chicago",Price information not available,No rating,No ratings,"['school', 'point_of_interest', 'establishment']",41.7657941,-87.5846062
SULAR KIDS UNIVERSITY,OPERATIONAL,"1713 East 75th Street, Chicago",Price information not available,No rating,No ratings,"['school', 'point_of_interest', 'establishment']",41.7587108,-87.5829818
African World Research Institute,OPERATIONAL,"1719 East 75th Street, Chicago",Price information not available,No rating,No ratings,"['school', 'point_of_interest', 'establishment']",41.7587073,-87.5826567
South Shore International College Preparatory High School,OPERATIONAL,"1955 East 75th Street, Chicago",Price information not available,4,20,"['secondary_school', 'school', 'point_of_interest', 'establishment']",41.7579736,-87.5767314
Angel's Infant2Toddler Daycare,OPERATIONAL,"1705 East 73rd Street, Chicago",Price information not available,No rating,No ratings,"['school', 'point_of_interest', 'establishment']",41.7623465,-87.5831843
Muhammad University of Islam,OPERATIONAL,"7351 South Stony Island Avenue, Chicago",Price information not available,4.3,34,"['school', 'point_of_interest', 'establishment']",41.7610228,-87.5845872
Saint Phillip Neri School,OPERATIONAL,"2110 East 72nd Street, Chicago",Price information not available,3,2,"['primary_school', 'school', 'point_of_interest', 'establishment']",41.7645874,-87.5731811
Isabelle C O'Keeffe School,OPERATIONAL,"6940 South Merrill Avenue, Chicago",Price information not available,4.2,15,"['primary_school', 'school', 'point_of_interest', 'establishment']",41.7687669,-87.5730366
Childrens Developmental Inc,OPERATIONAL,"7037 South Stony Island Avenue, Chicago",Price information not available,5,10,"['school', 'point_of_interest', 'establishment']",41.7668602,-87.5853898
South Shore,OPERATIONAL,"7529 South Constance Avenue, Chicago",Price information not available,5,3,"['secondary_school', 'school', 'point_of_interest', 'establishment']",41.7563015,-87.57936029999999
Bouchet Elementary Math & Science Academy,OPERATIONAL,"7355 South Jeffery Boulevard, Chicago",Price information not available,3.1,26,"['school', 'point_of_interest', 'establishment']",41.761255,-87.57591540000001
Art In Motion,OPERATIONAL,"7415 South East End Avenue, Chicago",Price information not available,No rating,No ratings,"['secondary_school', 'school', 'point_of_interest', 'establishment']",41.76007619999999,-87.582956
Nkrumah International Academy,OPERATIONAL,"7415 South East End Avenue, Chicago",Price information not available,5,1,"['school', 'point_of_interest', 'establishment']",41.76008969999999,-87.5833878
African World Research Institute,OPERATIONAL,"1719 East 75th Street, Chicago",Price information not available,No rating,No ratings,"['school', 'point_of_interest', 'establishment']",41.7587073,-87.5826567
SULAR KIDS UNIVERSITY,OPERATIONAL,"1713 East 75th Street, Chicago",Price information not available,No rating,No ratings,"['school', 'point_of_interest', 'establishment']",41.7587108,-87.5829818
Maranatha Headstart,OPERATIONAL,"1631 East 71st Street, Chicago",Price information not available,No rating,No ratings,"['school', 'point_of_interest', 'establishment']",41.7657941,-87.5846062
James Madison School,OPERATIONAL,"7433 South Dorchester Avenue, Chicago",Price information not available,3.5,8,"['primary_school', 'school', 'point_of_interest', 'establishment']",41.7600198,-87.5904492
Parkside Academy,OPERATIONAL,"6938 South East End Avenue, Chicago",Price information not available,3.8,16,"['primary_school', 'school', 'point_of_interest', 'establishment']",41.76898300000001,-87.58323899999999
Kids school,OPERATIONAL,"6938 South East End Avenue, Chicago",Price information not available,No rating,No ratings,"['primary_school', 'school', 'point_of_interest', 'establishment']",41.76898309999999,-87.5832391
D J Brooks Headstart Center,OPERATIONAL,"6921 South Stony Island Avenue, Chicago",Price information not available,3.5,8,"['school', 'point_of_interest', 'establishment']",41.7691809,-87.5855103
South Shore International College Preparatory High School,OPERATIONAL,"1955 East 75th Street, Chicago",Price information not available,4,20,"['secondary_school', 'school', 'point_of_interest', 'establishment']",41.7579736,-87.5767314
Isabelle C O'Keeffe School,OPERATIONAL,"6940 South Merrill Avenue, Chicago",Price information not available,4.2,15,"['primary_school', 'school', 'point_of_interest', 'establishment']",41.7687669,-87.5730366
Robert A. Black Magnet School,OPERATIONAL,"7133 South Coles Avenue, Chicago",Price information not available,5,1,"['primary_school', 'school', 'point_of_interest', 'establishment']",41.7659204,-87.5637606
South Central Elementary School,OPERATIONAL,"7550 South Phillips Avenue, Chicago",Price information not available,No rating,No ratings,"['primary_school', 'school', 'point_of_interest', 'establishment']",41.7574472,-87.5654374
Saint Phillip Neri School,OPERATIONAL,"2110 East 72nd Street, Chicago",Price information not available,3,2,"['primary_school', 'school', 'point_of_interest', 'establishment']",41.7645874,-87.5731811
Excel Academy of South Shore,OPERATIONAL,"7530 South South Shore Drive, Chicago",Price information not available,3.3,17,"['secondary_school', 'school', 'point_of_interest', 'establishment']",41.7595658,-87.5566887
Powell Elementary School,OPERATIONAL,"7511 South South Shore Drive, Chicago",Price information not available,4.6,7,"['primary_school', 'school', 'point_of_interest', 'establishment']",41.76034,-87.55639409999999
Bouchet Elementary Math & Science Academy,OPERATIONAL,"7355 South Jeffery Boulevard, Chicago",Price information not available,3.1,26,"['school', 'point_of_interest', 'establishment']",41.761255,-87.57591540000001
Romenzincllc,OPERATIONAL,"7537 South Yates Boulevard, Chicago",Price information not available,No rating,No ratings,"['school', 'point_of_interest', 'establishment']",41.7578941,-87.5660925
Chess Etc,CLOSED_TEMPORARILY,"7437 South South Shore Drive, Chicago",Price information not available,5,1,"['school', 'point_of_interest', 'establishment']",41.76163469999999,-87.5569756
Charles Henderson School,OPERATIONAL,"6910 South Paxton Avenue, Chicago",Price information not available,No rating,No ratings,"['primary_school', 'school', 'point_of_interest', 'establishment']",41.76944599999999,-87.5717252
Powell Elementary School,OPERATIONAL,"7511 South South Shore Drive, Chicago",Price information not available,4.6,7,"['primary_school', 'school', 'point_of_interest', 'establishment']",41.76034,-87.55639409999999
Excel Academy of South Shore,OPERATIONAL,"7530 South South Shore Drive, Chicago",Price information not available,3.3,17,"['secondary_school', 'school', 'point_of_interest', 'establishment']",41.7595658,-87.5566887
Robert A. Black Magnet School,OPERATIONAL,"7133 South Coles Avenue, Chicago",Price information not available,5,1,"['primary_school', 'school', 'point_of_interest', 'establishment']",41.7659204,-87.5637606
South Central Elementary School,OPERATIONAL,"7550 South Phillips Avenue, Chicago",Price information not available,No rating,No ratings,"['primary_school', 'school', 'point_of_interest', 'establishment']",41.7574472,-87.5654374
Myra Bradwell School,OPERATIONAL,"7736 South Burnham Avenue, Chicago",Price information not available,3.1,19,"['primary_school', 'school', 'point_of_interest', 'establishment']",41.75437520000001,-87.5574077
Chess Etc,CLOSED_TEMPORARILY,"7437 South South Shore Drive, Chicago",Price information not available,5,1,"['school', 'point_of_interest', 'establishment']",41.76163469999999,-87.5569756
Romenzincllc,OPERATIONAL,"7537 South Yates Boulevard, Chicago",Price information not available,No rating,No ratings,"['school', 'point_of_interest', 'establishment']",41.7578941,-87.5660925
Montessori for Modern Minds,OPERATIONAL,"16W331 63rd Street, Willowbrook",Price information not available,5,2,"['school', 'point_of_interest', 'establishment']",41.7738548,-87.9436374
Little Sunshine's Playhouse and Preschool of Willowbrook,OPERATIONAL,"6258 Kingery Highway, Willowbrook",Price information not available,5,32,"['school', 'point_of_interest', 'establishment']",41.7749112,-87.9476267
Willowbrook KinderCare,OPERATIONAL,"700 Plainfield Road, Willowbrook",Price information not available,3.6,27,"['school', 'point_of_interest', 'establishment']",41.7630835,-87.9407626
Balance Fitness for Life,OPERATIONAL,"6807 Kingery Highway, Willowbrook",Price information not available,3.9,11,"['school', 'health', 'point_of_interest', 'establishment']",41.76490869999999,-87.94439349999999
Cadence Academy Preschool,OPERATIONAL,"7010 South County Line Road, Burr Ridge",Price information not available,4.5,73,"['school', 'point_of_interest', 'establishment']",41.7633749,-87.9176217
Swim Stroke Doctor,OPERATIONAL,Indian Head Park,Price information not available,5,1,"['school', 'health', 'point_of_interest', 'establishment']",41.7659128,-87.89686449999999
Score Tennis & Fitness,OPERATIONAL,"6550 Joliet Road, Countryside",Price information not available,4.2,25,"['gym', 'school', 'health', 'point_of_interest', 'establishment']",41.7709152,-87.88587299999999
Acacia Academy - LaGrange Campus,OPERATIONAL,"6425 Willow Springs Road, La Grange Highlands",Price information not available,4.3,18,"['school', 'point_of_interest', 'establishment']",41.77263749999999,-87.88676600000001
The Achievement Centers,OPERATIONAL,"6425 Willow Springs Road, La Grange Highlands",Price information not available,No rating,No ratings,"['school', 'point_of_interest', 'establishment']",41.7726251,-87.88673709999999
Creative Academy,OPERATIONAL,"6535 Joliet Road, La Grange Highlands",Price information not available,5,18,"['school', 'point_of_interest', 'establishment']",41.7714083,-87.88502179999999
Swim Stroke Doctor,OPERATIONAL,Indian Head Park,Price information not available,5,1,"['school', 'health', 'point_of_interest', 'establishment']",41.7659128,-87.89686449999999
Score Tennis & Fitness,OPERATIONAL,"6550 Joliet Road, Countryside",Price information not available,4.2,25,"['gym', 'school', 'health', 'point_of_interest', 'establishment']",41.7709152,-87.88587299999999
Acacia Academy - LaGrange Campus,OPERATIONAL,"6425 Willow Springs Road, La Grange Highlands",Price information not available,4.3,18,"['school', 'point_of_interest', 'establishment']",41.77263749999999,-87.88676600000001
The Achievement Centers,OPERATIONAL,"6425 Willow Springs Road, La Grange Highlands",Price information not available,No rating,No ratings,"['school', 'point_of_interest', 'establishment']",41.7726251,-87.88673709999999
Creative Academy,OPERATIONAL,"6535 Joliet Road, La Grange Highlands",Price information not available,5,18,"['school', 'point_of_interest', 'establishment']",41.7714083,-87.88502179999999
Cummins Training Center,OPERATIONAL,"6880 River Road suite 25, Hodgkins",Price information not available,No rating,No ratings,"['school', 'point_of_interest', 'establishment']",41.7645071,-87.85337009999999
Hodgkins Elementary School,OPERATIONAL,"6516 Kane Avenue, Hodgkins",Price information not available,4.2,5,"['primary_school', 'school', 'point_of_interest', 'establishment']",41.77090519999999,-87.85367099999999
Hodgkins Elementary School,OPERATIONAL,"6516 Kane Avenue, Hodgkins",Price information not available,4.2,5,"['primary_school', 'school', 'point_of_interest', 'establishment']",41.77090519999999,-87.85367099999999
Wharton Elementary School,OPERATIONAL,"7555 64th Street, Summit",Price information not available,3.7,3,"['primary_school', 'school', 'point_of_interest', 'establishment']",41.774741,-87.8097576
Walker Elementary School,OPERATIONAL,"7735 66th Place, Bedford Park",Price information not available,3.3,4,"['primary_school', 'school', 'point_of_interest', 'establishment']",41.7707391,-87.8149229
Argo Community High School,OPERATIONAL,"7329 West 63rd Street, Summit",Price information not available,3.3,39,"['secondary_school', 'school', 'point_of_interest', 'establishment']",41.7769328,-87.80449589999999
Wharton Elementary School,OPERATIONAL,"7555 64th Street, Summit",Price information not available,3.7,3,"['primary_school', 'school', 'point_of_interest', 'establishment']",41.774741,-87.8097576
Summit School District 104,OPERATIONAL,"7505 63rd Street, Summit",Price information not available,4,2,"['primary_school', 'school', 'point_of_interest', 'establishment']",41.7768547,-87.8084154
John C. Dore Elementary School,OPERATIONAL,"7134 West 65th Street, Chicago",Price information not available,3.9,8,"['primary_school', 'school', 'point_of_interest', 'establishment']",41.7743673,-87.7998245
Walker Elementary School,OPERATIONAL,"7735 66th Place, Bedford Park",Price information not available,3.3,4,"['primary_school', 'school', 'point_of_interest', 'establishment']",41.7707391,-87.8149229
Little Blossoms Learning Center,OPERATIONAL,"7543 63rd Street, Summit",Price information not available,4.7,12,"['school', 'point_of_interest', 'establishment']",41.7769703,-87.80983479999999
Argo Argonauts,OPERATIONAL,Summit,Price information not available,5,1,"['school', 'point_of_interest', 'establishment']",41.7766768,-87.80363969999999
Mr. Cavitt,OPERATIONAL,"7604 62nd Place, Summit",Price information not available,No rating,No ratings,"['school', 'point_of_interest', 'establishment']",41.7782536,-87.8109163
Argo Community High School,OPERATIONAL,"7329 West 63rd Street, Summit",Price information not available,3.3,39,"['secondary_school', 'school', 'point_of_interest', 'establishment']",41.7769328,-87.80449589999999
John C. Dore Elementary School,OPERATIONAL,"7134 West 65th Street, Chicago",Price information not available,3.9,8,"['primary_school', 'school', 'point_of_interest', 'establishment']",41.7743673,-87.7998245
Menta Academy Midway Southwest,OPERATIONAL,"6340 South New England Avenue, Chicago",Price information not available,2.8,6,"['school', 'secondary_school', 'point_of_interest', 'establishment']",41.7763449,-87.7940474
Blair Early Childhood Center,OPERATIONAL,"6751 West 63rd Place, Chicago",Price information not available,5,4,"['school', 'point_of_interest', 'establishment']",41.77639009999999,-87.7896451
