Name,Business Status,Address,Price Level,Rating,Total Ratings,Types,Latitude,Longitude
Whole Foods Market,OPERATIONAL,"1 North Halsted Street, Chicago",3,4.3,1730,"['grocery_or_supermarket', 'liquor_store', 'supermarket', 'health', 'store', 'food', 'point_of_interest', 'establishment']",41.8821688,-87.6469767
South Loop Market - Van Buren,OPERATIONAL,"235 West Van Buren Street #2219, Chicago",Price information not available,4,95,"['grocery_or_supermarket', 'supermarket', 'convenience_store', 'store', 'food', 'point_of_interest', 'establishment']",41.8765826,-87.6349331
South Loop Market - 9th Street,OPERATIONAL,"8 East 9th Street, Chicago",Price information not available,4.3,120,"['grocery_or_supermarket', 'supermarket', 'store', 'food', 'point_of_interest', 'establishment']",41.8708216,-87.6270708
Target Grocery,OPERATIONAL,"1 South State Street, Chicago",Price information not available,4.4,139,"['grocery_or_supermarket', 'supermarket', 'store', 'food', 'point_of_interest', 'establishment']",41.8817753,-87.62741899999999
بقاله الرشيد جابر,OPERATIONAL,"12 South Michigan Avenue, Chicago",Price information not available,No rating,No ratings,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",41.8816433,-87.625001
بقاله الرشيد جابر,OPERATIONAL,"12 South Michigan Avenue, Chicago",Price information not available,No rating,No ratings,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",41.8816433,-87.625001
bp,OPERATIONAL,"5630 Saint Charles Road, Berkeley",Price information not available,3.4,11,"['gas_station', 'supermarket', 'grocery_or_supermarket', 'car_wash', 'food', 'point_of_interest', 'store', 'establishment']",41.8896632,-87.9098601
Torres Fresh Market #5,OPERATIONAL,"5447 Saint Charles Road, Berkeley",Price information not available,4,523,"['supermarket', 'grocery_or_supermarket', 'bakery', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",41.88871200000001,-87.90515049999999
Torres Fresh Market #5,OPERATIONAL,"5447 Saint Charles Road, Berkeley",Price information not available,4,523,"['supermarket', 'grocery_or_supermarket', 'bakery', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",41.88871200000001,-87.90515049999999
bp,OPERATIONAL,"5630 Saint Charles Road, Berkeley",Price information not available,3.4,11,"['gas_station', 'supermarket', 'grocery_or_supermarket', 'car_wash', 'food', 'point_of_interest', 'store', 'establishment']",41.8896632,-87.9098601
ALDI,OPERATIONAL,"400 Mannheim Road, Bellwood",1,4.3,775,"['supermarket', 'grocery_or_supermarket', 'point_of_interest', 'food', 'store', 'establishment']",41.8841171,-87.88365139999999
bp,OPERATIONAL,"500 Mannheim Road, Bellwood",Price information not available,4.4,18,"['gas_station', 'supermarket', 'grocery_or_supermarket', 'point_of_interest', 'food', 'store', 'establishment']",41.88372219999999,-87.88352479999999
ALDI,OPERATIONAL,"400 Mannheim Road, Bellwood",1,4.3,775,"['supermarket', 'grocery_or_supermarket', 'point_of_interest', 'food', 'store', 'establishment']",41.8841171,-87.88365139999999
bp,OPERATIONAL,"500 Mannheim Road, Bellwood",Price information not available,4.4,18,"['gas_station', 'supermarket', 'grocery_or_supermarket', 'point_of_interest', 'food', 'store', 'establishment']",41.88372219999999,-87.88352479999999
Carnicerias Jimenez,OPERATIONAL,"717 North 19th Avenue, Melrose Park",Price information not available,4.1,963,"['supermarket', 'bakery', 'grocery_or_supermarket', 'restaurant', 'point_of_interest', 'food', 'store', 'establishment']",41.8939619,-87.85639669999999
Super Mercado Torres,OPERATIONAL,"124 North 19th Avenue, Melrose Park",Price information not available,4.1,581,"['supermarket', 'grocery_or_supermarket', 'point_of_interest', 'food', 'store', 'establishment']",41.8921108,-87.8568458
bp,OPERATIONAL,"1001 South 1st Avenue, Maywood",Price information not available,3.4,16,"['gas_station', 'supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",41.8788135,-87.8337679
Jewel-Osco,OPERATIONAL,"7525 Lake Street, River Forest",2,4.2,2134,"['grocery_or_supermarket', 'bakery', 'supermarket', 'florist', 'store', 'food', 'point_of_interest', 'establishment']",41.88780239999999,-87.8133331
Jewel-Osco,OPERATIONAL,"7525 Lake Street, River Forest",2,4.2,2134,"['grocery_or_supermarket', 'bakery', 'supermarket', 'florist', 'store', 'food', 'point_of_interest', 'establishment']",41.88780239999999,-87.8133331
Trader Joe's,OPERATIONAL,"483 North Harlem Avenue, Oak Park",2,4.6,1864,"['grocery_or_supermarket', 'supermarket', 'liquor_store', 'store', 'health', 'food', 'point_of_interest', 'establishment']",41.8902787,-87.80478959999999
Whole Foods Market,OPERATIONAL,"7245 Lake Street, River Forest",3,4.2,1221,"['grocery_or_supermarket', 'supermarket', 'liquor_store', 'store', 'health', 'food', 'point_of_interest', 'establishment']",41.887377,-87.80626409999999
bp,OPERATIONAL,"727 North Harlem Avenue, Oak Park",Price information not available,3.6,9,"['gas_station', 'supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",41.89399179999999,-87.8055741
bp,OPERATIONAL,"7204 Washington Street, Forest Park",Price information not available,3.3,16,"['gas_station', 'supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",41.8811311,-87.8051275
Target Grocery,OPERATIONAL,"1129 Lake Street, Oak Park",Price information not available,No rating,No ratings,"['grocery_or_supermarket', 'supermarket', 'store', 'food', 'point_of_interest', 'establishment']",41.8882397,-87.80375769999999
ALDI,OPERATIONAL,"215 Harlem Avenue, Forest Park",Price information not available,4.2,36,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",41.8823859,-87.8051488
Trader Joe's,OPERATIONAL,"483 North Harlem Avenue, Oak Park",2,4.6,1864,"['grocery_or_supermarket', 'supermarket', 'liquor_store', 'store', 'health', 'food', 'point_of_interest', 'establishment']",41.8902787,-87.80478959999999
Whole Foods Market,OPERATIONAL,"7245 Lake Street, River Forest",3,4.2,1221,"['grocery_or_supermarket', 'supermarket', 'liquor_store', 'store', 'health', 'food', 'point_of_interest', 'establishment']",41.887377,-87.80626409999999
Target Grocery,OPERATIONAL,"1129 Lake Street, Oak Park",Price information not available,No rating,No ratings,"['grocery_or_supermarket', 'supermarket', 'store', 'food', 'point_of_interest', 'establishment']",41.8882397,-87.80375769999999
ALDI,OPERATIONAL,"215 Harlem Avenue, Forest Park",Price information not available,4.2,36,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",41.8823859,-87.8051488
Jewel-Osco,OPERATIONAL,"438 Madison Street, Oak Park",2,4,1803,"['grocery_or_supermarket', 'florist', 'supermarket', 'bakery', 'food', 'point_of_interest', 'store', 'establishment']",41.8800865,-87.786446
Pete's Fresh Market #12 - Oak Park,OPERATIONAL,"259 Lake Street, Oak Park",Price information not available,4.5,4494,"['supermarket', 'liquor_store', 'grocery_or_supermarket', 'cafe', 'food', 'point_of_interest', 'store', 'establishment']",41.88785669999999,-87.7825052
bp,OPERATIONAL,"203 Madison Street, Oak Park",Price information not available,3.6,10,"['gas_station', 'supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",41.8797469,-87.7799696
Pete's Fresh Market #12 - Oak Park,OPERATIONAL,"259 Lake Street, Oak Park",Price information not available,4.5,4494,"['supermarket', 'liquor_store', 'grocery_or_supermarket', 'cafe', 'point_of_interest', 'food', 'store', 'establishment']",41.88785669999999,-87.7825052
Leamington Foods,OPERATIONAL,"5467 West Madison Street, Chicago",Price information not available,3.6,804,"['grocery_or_supermarket', 'supermarket', 'store', 'food', 'point_of_interest', 'establishment']",41.8799295,-87.7637104
Gold more Food mart inc,OPERATIONAL,"4851 West Chicago Avenue, Chicago",Price information not available,4.9,10,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",41.894845,-87.7478452
African Food & Liquor,OPERATIONAL,"4158 West Madison Street, Chicago",Price information not available,3.6,222,"['supermarket', 'convenience_store', 'grocery_or_supermarket', 'point_of_interest', 'food', 'store', 'establishment']",41.8808591,-87.7304288
African Food & Liquor,OPERATIONAL,"4158 West Madison Street, Chicago",Price information not available,3.6,222,"['convenience_store', 'supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",41.8808591,-87.7304288
bp,OPERATIONAL,"3159 West Chicago Avenue, Chicago",Price information not available,3.4,119,"['gas_station', 'supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",41.89528,-87.706322
bp,OPERATIONAL,"2959 West Fulton Street, Chicago",Price information not available,4.5,2,"['gas_station', 'supermarket', 'grocery_or_supermarket', 'car_wash', 'food', 'point_of_interest', 'store', 'establishment']",41.8862174,-87.7011048
bp,OPERATIONAL,"2959 West Fulton Street, Chicago",Price information not available,4.5,2,"['gas_station', 'car_wash', 'supermarket', 'grocery_or_supermarket', 'point_of_interest', 'food', 'store', 'establishment']",41.8862174,-87.7011048
"1 Stop Market, Smoke Shop & Grill",OPERATIONAL,"2132 West Washington Boulevard, Chicago",Price information not available,4.2,57,"['supermarket', 'atm', 'grocery_or_supermarket', 'finance', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']",41.8832327,-87.680584
Pete's Fresh Market #10 -Madison & Western,OPERATIONAL,"2333 West Madison Street, Chicago",Price information not available,4.4,6248,"['supermarket', 'liquor_store', 'cafe', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",41.880507,-87.685599
"1 Stop Market, Smoke Shop & Grill",OPERATIONAL,"2132 West Washington Boulevard, Chicago",Price information not available,4.2,57,"['supermarket', 'atm', 'grocery_or_supermarket', 'restaurant', 'finance', 'point_of_interest', 'food', 'store', 'establishment']",41.8832327,-87.680584
Jewel-Osco,OPERATIONAL,"370 North Desplaines Street, Chicago",2,4.3,1642,"['grocery_or_supermarket', 'bakery', 'supermarket', 'florist', 'store', 'food', 'point_of_interest', 'establishment']",41.8887205,-87.6449859
Whole Foods Market,OPERATIONAL,"1 North Halsted Street, Chicago",3,4.3,1730,"['grocery_or_supermarket', 'supermarket', 'liquor_store', 'store', 'health', 'food', 'point_of_interest', 'establishment']",41.8821688,-87.6469767
Jewel-Osco,OPERATIONAL,"370 North Desplaines Street, Chicago",2,4.3,1642,"['grocery_or_supermarket', 'supermarket', 'florist', 'bakery', 'point_of_interest', 'food', 'store', 'establishment']",41.8887205,-87.6449859
Whole Foods Market,OPERATIONAL,"1 North Halsted Street, Chicago",3,4.3,1730,"['grocery_or_supermarket', 'liquor_store', 'supermarket', 'point_of_interest', 'food', 'health', 'store', 'establishment']",41.8821688,-87.6469767
Trader Joe's,OPERATIONAL,"44 East Ontario Street, Chicago",2,4.6,2679,"['grocery_or_supermarket', 'supermarket', 'liquor_store', 'store', 'health', 'food', 'point_of_interest', 'establishment']",41.893436,-87.6262507
Jewel-Osco,OPERATIONAL,"550 North State Street, Chicago",2,4.1,1613,"['grocery_or_supermarket', 'bakery', 'supermarket', 'florist', 'store', 'food', 'point_of_interest', 'establishment']",41.89228949999999,-87.62858399999999
Bockwinkel's,OPERATIONAL,"222 North Columbus Drive, Chicago",2,4.1,233,"['grocery_or_supermarket', 'supermarket', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']",41.88668119999999,-87.62213919999999
Whole Foods Market,OPERATIONAL,"255 East Grand Avenue, Chicago",3,4.4,2835,"['grocery_or_supermarket', 'supermarket', 'liquor_store', 'store', 'health', 'food', 'point_of_interest', 'establishment']",41.8914097,-87.6208936
Bockwinkel's,OPERATIONAL,"320 East Ohio Street, Chicago",1,3.9,345,"['grocery_or_supermarket', 'supermarket', 'store', 'food', 'point_of_interest', 'establishment']",41.8927663,-87.6194187
Target Grocery,OPERATIONAL,"1 South State Street, Chicago",Price information not available,4.4,139,"['grocery_or_supermarket', 'supermarket', 'store', 'food', 'point_of_interest', 'establishment']",41.8817753,-87.62741899999999
بقاله الرشيد جابر,OPERATIONAL,"12 South Michigan Avenue, Chicago",Price information not available,No rating,No ratings,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",41.8816433,-87.625001
Target Grocery,OPERATIONAL,"401 East Illinois Street, Chicago",Price information not available,4.2,20,"['grocery_or_supermarket', 'supermarket', 'store', 'food', 'point_of_interest', 'establishment']",41.8907947,-87.61728529999999
Bockwinkel's,OPERATIONAL,"222 North Columbus Drive, Chicago",2,4.1,233,"['grocery_or_supermarket', 'supermarket', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",41.88668119999999,-87.62213919999999
Whole Foods Market,OPERATIONAL,"255 East Grand Avenue, Chicago",3,4.4,2835,"['grocery_or_supermarket', 'liquor_store', 'supermarket', 'health', 'food', 'point_of_interest', 'store', 'establishment']",41.8914097,-87.6208936
Bockwinkel's,OPERATIONAL,"320 East Ohio Street, Chicago",1,3.9,345,"['grocery_or_supermarket', 'supermarket', 'food', 'point_of_interest', 'store', 'establishment']",41.8927663,-87.6194187
Target Grocery,OPERATIONAL,"401 East Illinois Street, Chicago",Price information not available,4.2,20,"['grocery_or_supermarket', 'supermarket', 'food', 'point_of_interest', 'store', 'establishment']",41.8907947,-87.61728529999999
بقاله الرشيد جابر,OPERATIONAL,"12 South Michigan Avenue, Chicago",Price information not available,No rating,No ratings,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",41.8816433,-87.625001
Jewel-Osco,OPERATIONAL,"153 Schiller Street, Elmhurst",2,4.2,788,"['grocery_or_supermarket', 'supermarket', 'florist', 'bakery', 'point_of_interest', 'food', 'store', 'establishment']",41.9014795,-87.937146
Jewel-Osco,OPERATIONAL,"153 Schiller Street, Elmhurst",2,4.2,788,"['grocery_or_supermarket', 'bakery', 'supermarket', 'florist', 'store', 'food', 'point_of_interest', 'establishment']",41.9014795,-87.937146
bp,OPERATIONAL,"5630 Saint Charles Road, Berkeley",Price information not available,3.4,11,"['gas_station', 'car_wash', 'supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",41.8896632,-87.9098601
Torres Fresh Market #5,OPERATIONAL,"5447 Saint Charles Road, Berkeley",Price information not available,4,523,"['supermarket', 'bakery', 'grocery_or_supermarket', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']",41.88871200000001,-87.90515049999999
bp,OPERATIONAL,"5630 Saint Charles Road, Berkeley",Price information not available,3.4,11,"['gas_station', 'car_wash', 'supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",41.8896632,-87.9098601
Jays Fresh Market,OPERATIONAL,"1550 Mannheim Road, Stone Park",Price information not available,4.3,106,"['supermarket', 'grocery_or_supermarket', 'liquor_store', 'store', 'food', 'point_of_interest', 'establishment']",41.9001007,-87.8840484
Jays Fresh Market,OPERATIONAL,"1550 Mannheim Road, Stone Park",Price information not available,4.3,106,"['supermarket', 'grocery_or_supermarket', 'liquor_store', 'store', 'food', 'point_of_interest', 'establishment']",41.9001007,-87.8840484
bp,OPERATIONAL,"1309 25th Avenue, Melrose Park",Price information not available,3.2,19,"['gas_station', 'supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",41.898794,-87.86391499999999
Carnicerias Jimenez,OPERATIONAL,"717 North 19th Avenue, Melrose Park",Price information not available,4.1,963,"['supermarket', 'bakery', 'grocery_or_supermarket', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']",41.8939619,-87.85639669999999
Super Mercado Torres,OPERATIONAL,"124 North 19th Avenue, Melrose Park",Price information not available,4.1,581,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",41.8921108,-87.8568458
bp,OPERATIONAL,"1309 25th Avenue, Melrose Park",Price information not available,3.2,19,"['gas_station', 'supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",41.898794,-87.86391499999999
Target Grocery,OPERATIONAL,"850 West North Avenue, Melrose Park",Price information not available,3,1,"['grocery_or_supermarket', 'supermarket', 'store', 'food', 'point_of_interest', 'establishment']",41.90520389999999,-87.8434642
Trader Joe's,OPERATIONAL,"483 North Harlem Avenue, Oak Park",2,4.6,1864,"['grocery_or_supermarket', 'liquor_store', 'supermarket', 'health', 'store', 'food', 'point_of_interest', 'establishment']",41.8902787,-87.80478959999999
bp,OPERATIONAL,"727 North Harlem Avenue, Oak Park",Price information not available,3.6,9,"['gas_station', 'supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",41.89399179999999,-87.8055741
Target Grocery,OPERATIONAL,"1129 Lake Street, Oak Park",Price information not available,No rating,No ratings,"['grocery_or_supermarket', 'supermarket', 'store', 'food', 'point_of_interest', 'establishment']",41.8882397,-87.80375769999999
Trader Joe's,OPERATIONAL,"483 North Harlem Avenue, Oak Park",2,4.6,1864,"['grocery_or_supermarket', 'liquor_store', 'supermarket', 'point_of_interest', 'food', 'health', 'store', 'establishment']",41.8902787,-87.80478959999999
bp,OPERATIONAL,"727 North Harlem Avenue, Oak Park",Price information not available,3.6,9,"['gas_station', 'supermarket', 'grocery_or_supermarket', 'point_of_interest', 'food', 'store', 'establishment']",41.89399179999999,-87.8055741
Pete's Fresh Market #12 - Oak Park,OPERATIONAL,"259 Lake Street, Oak Park",Price information not available,4.5,4494,"['supermarket', 'cafe', 'grocery_or_supermarket', 'liquor_store', 'store', 'food', 'point_of_interest', 'establishment']",41.88785669999999,-87.7825052
Gold more Food mart inc,OPERATIONAL,"4851 West Chicago Avenue, Chicago",Price information not available,4.9,10,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",41.894845,-87.7478452
Ecuadorian Food Market,OPERATIONAL,"5000 West Division Street, Chicago",Price information not available,4.3,8,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",41.90248529999999,-87.75100719999999
Mel Bay Grocery & Deli,OPERATIONAL,"4401 West Cortez Street, Chicago",Price information not available,4.7,6,"['convenience_store', 'atm', 'supermarket', 'grocery_or_supermarket', 'finance', 'store', 'food', 'point_of_interest', 'establishment']",41.8996197,-87.73623950000001
"La Esmeralda Corp FRESH MARKET, Ecuadorian",OPERATIONAL,"1005 North Pulaski Road, Chicago",Price information not available,4.2,62,"['grocery_or_supermarket', 'supermarket', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']",41.89925960000001,-87.72599079999999
Gold more Food mart inc,OPERATIONAL,"4851 West Chicago Avenue, Chicago",Price information not available,4.9,10,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",41.894845,-87.7478452
bp,OPERATIONAL,"3954 West Division Street, Chicago",Price information not available,3.4,9,"['gas_station', 'supermarket', 'grocery_or_supermarket', 'point_of_interest', 'food', 'store', 'establishment']",41.90293200000001,-87.7259323
"La Esmeralda Corp FRESH MARKET, Ecuadorian",OPERATIONAL,"1005 North Pulaski Road, Chicago",Price information not available,4.2,62,"['grocery_or_supermarket', 'supermarket', 'restaurant', 'point_of_interest', 'food', 'store', 'establishment']",41.89925960000001,-87.72599079999999
ALDI,OPERATIONAL,"800 North Kedzie Avenue, Chicago",1,4.2,696,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",41.8967429,-87.7084473
bp,OPERATIONAL,"3159 West Chicago Avenue, Chicago",Price information not available,3.4,119,"['gas_station', 'supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",41.89528,-87.706322
ALDI,OPERATIONAL,"800 North Kedzie Avenue, Chicago",1,4.2,696,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",41.8967429,-87.7084473
bp,OPERATIONAL,"3159 West Chicago Avenue, Chicago",Price information not available,3.4,119,"['gas_station', 'supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",41.89528,-87.706322
Municipal Market,OPERATIONAL,"2559 West Division Street, Chicago",Price information not available,4.2,347,"['grocery_or_supermarket', 'supermarket', 'liquor_store', 'store', 'food', 'point_of_interest', 'establishment']",41.9027517,-87.6915638
Municipal Market,OPERATIONAL,"2559 West Division Street, Chicago",Price information not available,4.2,347,"['grocery_or_supermarket', 'liquor_store', 'supermarket', 'food', 'point_of_interest', 'store', 'establishment']",41.9027517,-87.6915638
Target Grocery,OPERATIONAL,"1664 West Division Street, Chicago",Price information not available,4.5,21,"['grocery_or_supermarket', 'supermarket', 'point_of_interest', 'food', 'store', 'establishment']",41.9035579,-87.67011769999999
Garden Gourmet Market,OPERATIONAL,"1130 North Ashland Avenue, Chicago",Price information not available,4.8,104,"['liquor_store', 'supermarket', 'convenience_store', 'grocery_or_supermarket', 'point_of_interest', 'food', 'store', 'establishment']",41.9024609,-87.66776540000001
Garden Gourmet Market,OPERATIONAL,"1130 North Ashland Avenue, Chicago",Price information not available,4.8,104,"['convenience_store', 'liquor_store', 'supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",41.9024609,-87.66776540000001
bp,OPERATIONAL,"1334 West Division Street, Chicago",Price information not available,2.9,33,"['gas_station', 'supermarket', 'grocery_or_supermarket', 'car_wash', 'food', 'point_of_interest', 'store', 'establishment']",41.9036456,-87.6620762
Target Grocery,OPERATIONAL,"1664 West Division Street, Chicago",Price information not available,4.5,21,"['grocery_or_supermarket', 'supermarket', 'food', 'point_of_interest', 'store', 'establishment']",41.9035579,-87.67011769999999
Jewel-Osco,OPERATIONAL,"370 North Desplaines Street, Chicago",2,4.3,1642,"['grocery_or_supermarket', 'florist', 'supermarket', 'bakery', 'food', 'point_of_interest', 'store', 'establishment']",41.8887205,-87.6449859
Jewel-Osco,OPERATIONAL,"424 West Division Street, Chicago",2,4.1,1319,"['grocery_or_supermarket', 'florist', 'supermarket', 'bakery', 'food', 'point_of_interest', 'store', 'establishment']",41.9048762,-87.63966119999999
bp,OPERATIONAL,"750 North Wells Street, Chicago",Price information not available,3.1,35,"['gas_station', 'supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",41.8963085,-87.6344182
ALDI,OPERATIONAL,"201 West Division Street, Chicago",Price information not available,4.5,535,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",41.90360949999999,-87.6347542
Target Grocery,OPERATIONAL,"1200 North Larrabee Street, Chicago",Price information not available,4.3,18,"['grocery_or_supermarket', 'supermarket', 'food', 'point_of_interest', 'store', 'establishment']",41.90435009999999,-87.644284
Whole Foods Market,OPERATIONAL,"3 West Chicago Avenue, Chicago",Price information not available,4.2,661,"['grocery_or_supermarket', 'liquor_store', 'supermarket', 'health', 'food', 'point_of_interest', 'store', 'establishment']",41.8965025,-87.62864789999999
Trader Joe's,OPERATIONAL,"44 East Ontario Street, Chicago",2,4.6,2679,"['grocery_or_supermarket', 'liquor_store', 'supermarket', 'health', 'store', 'food', 'point_of_interest', 'establishment']",41.893436,-87.6262507
Jewel-Osco,OPERATIONAL,"550 North State Street, Chicago",2,4.1,1613,"['grocery_or_supermarket', 'florist', 'bakery', 'supermarket', 'store', 'food', 'point_of_interest', 'establishment']",41.89228949999999,-87.62858399999999
Potash Markets - State St,OPERATIONAL,"875 North State Street, Chicago",2,4.2,588,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",41.8987123,-87.6280792
Whole Foods Market,OPERATIONAL,"255 East Grand Avenue, Chicago",3,4.4,2835,"['grocery_or_supermarket', 'liquor_store', 'supermarket', 'health', 'store', 'food', 'point_of_interest', 'establishment']",41.8914097,-87.6208936
Bockwinkel's,OPERATIONAL,"320 East Ohio Street, Chicago",1,3.9,345,"['grocery_or_supermarket', 'supermarket', 'store', 'food', 'point_of_interest', 'establishment']",41.8927663,-87.6194187
Jewel-Osco,OPERATIONAL,"102 West Division Street, Chicago",2,4.1,832,"['grocery_or_supermarket', 'florist', 'bakery', 'supermarket', 'store', 'food', 'point_of_interest', 'establishment']",41.904091,-87.6317686
Whole Foods Market,OPERATIONAL,"3 West Chicago Avenue, Chicago",Price information not available,4.2,661,"['grocery_or_supermarket', 'liquor_store', 'supermarket', 'health', 'store', 'food', 'point_of_interest', 'establishment']",41.8965025,-87.62864789999999
bp,OPERATIONAL,"750 North Wells Street, Chicago",Price information not available,3.1,35,"['gas_station', 'supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",41.8963085,-87.6344182
ALDI,OPERATIONAL,"201 West Division Street, Chicago",Price information not available,4.5,535,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",41.90360949999999,-87.6347542
Trader Joe's,OPERATIONAL,"44 East Ontario Street, Chicago",2,4.6,2679,"['grocery_or_supermarket', 'liquor_store', 'supermarket', 'health', 'store', 'food', 'point_of_interest', 'establishment']",41.893436,-87.6262507
Bockwinkel's,OPERATIONAL,"320 East Ohio Street, Chicago",1,3.9,345,"['grocery_or_supermarket', 'supermarket', 'store', 'food', 'point_of_interest', 'establishment']",41.8927663,-87.6194187
Whole Foods Market,OPERATIONAL,"255 East Grand Avenue, Chicago",3,4.4,2835,"['grocery_or_supermarket', 'liquor_store', 'supermarket', 'health', 'store', 'food', 'point_of_interest', 'establishment']",41.8914097,-87.6208936
Target Grocery,OPERATIONAL,"401 East Illinois Street, Chicago",Price information not available,4.2,20,"['grocery_or_supermarket', 'supermarket', 'store', 'food', 'point_of_interest', 'establishment']",41.8907947,-87.61728529999999
Jewel-Osco,OPERATIONAL,"153 Schiller Street, Elmhurst",2,4.2,788,"['grocery_or_supermarket', 'bakery', 'supermarket', 'florist', 'store', 'food', 'point_of_interest', 'establishment']",41.9014795,-87.937146
Jewel-Osco,OPERATIONAL,"153 Schiller Street, Elmhurst",2,4.2,788,"['grocery_or_supermarket', 'florist', 'bakery', 'supermarket', 'store', 'food', 'point_of_interest', 'establishment']",41.9014795,-87.937146
ALDI,OPERATIONAL,"50 West North Avenue, Northlake",1,4.4,873,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",41.9075308,-87.90620779999999
bp,OPERATIONAL,"5 North Avenue, Northlake",Price information not available,2.8,19,"['gas_station', 'supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",41.9067629,-87.903767
ALDI,OPERATIONAL,"50 West North Avenue, Northlake",1,4.4,873,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",41.9075308,-87.90620779999999
Jays Fresh Market,OPERATIONAL,"1550 Mannheim Road, Stone Park",Price information not available,4.3,106,"['supermarket', 'grocery_or_supermarket', 'liquor_store', 'store', 'food', 'point_of_interest', 'establishment']",41.9001007,-87.8840484
bp,OPERATIONAL,"5 North Avenue, Northlake",Price information not available,2.8,19,"['gas_station', 'supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",41.9067629,-87.903767
Krinos Foods Chicago,OPERATIONAL,"4545 James Place #1006, Melrose Park",Price information not available,4.4,8,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",41.9109688,-87.88916069999999
Jays Fresh Market,OPERATIONAL,"1550 Mannheim Road, Stone Park",Price information not available,4.3,106,"['supermarket', 'grocery_or_supermarket', 'liquor_store', 'store', 'food', 'point_of_interest', 'establishment']",41.9001007,-87.8840484
Krinos Foods Chicago,OPERATIONAL,"4545 James Place #1006, Melrose Park",Price information not available,4.4,8,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",41.9109688,-87.88916069999999
bp,OPERATIONAL,"1309 25th Avenue, Melrose Park",Price information not available,3.2,19,"['gas_station', 'supermarket', 'grocery_or_supermarket', 'point_of_interest', 'food', 'store', 'establishment']",41.898794,-87.86391499999999
