Bora Bora Smoothie Cafe, OPERATIONAL, 9943 Ridgeland Avenue, Chicago Ridge, 1, 4.5, 363, 41.710947, -87.7791041
Starbucks, OPERATIONAL, 100 South Northwest Highway, Park Ridge, 2, 4.3, 294, 42.01000899999999, -87.8280006
KFC, OPERATIONAL, 872 North York Street, Elmhurst, 1, 3.4, 438, 41.9262171, -87.94017629999999
La Crosta Woodfire Pizzeria Italiana, OPERATIONAL, 2360 North Lincoln Avenue, Chicago, 2, 4.5, 440, 41.92485889999999, -87.64828910000001
Lou Malnati's Pizzeria, OPERATIONAL, 7125 West Gunnison Street, Harwood Heights, 2, 4.2, 583, 41.9677932, -87.80465679999999
Alps Pancake House, OPERATIONAL, 3637 West Irving Park Road, Chicago, 2, 4.5, 1281, 41.95351859999999, -87.7193233
NCR Local - Chicago (Aloha POS), OPERATIONAL, 9701 West Higgins Road Ste 120, Rosemont, Price information not available, 3.3, 7, 41.9934731, -87.8695138
KFC, OPERATIONAL, 6034 West North Avenue, Chicago, 1, 3.7, 538, 41.9094768, -87.7768658
Burger King, OPERATIONAL, 2840 West North Avenue, Chicago, 1, 3.5, 1541, 41.91054430000001, -87.6986714
El Cid, OPERATIONAL, 2645 North Kedzie Avenue, Chicago, 1, 4.4, 792, 41.9297305, -87.70720829999999
Starbucks, OPERATIONAL, 4558 North Kedzie Avenue, Chicago, 2, 4.4, 626, 41.9644993, -87.7088847
Lawrence Fish Market Chinatown, OPERATIONAL, 234 West 31st Street, Chicago, Price information not available, 4.3, 64, 41.83840469999999, -87.63309029999999
Starbucks, OPERATIONAL, 3845 North Broadway, Chicago, 2, 4, 271, 41.95261659999999, -87.6493782
Dunkin', OPERATIONAL, 5755 West 63rd Street, Chicago, 1, 4.2, 393, 41.7777694, -87.7662675
Home Run Inn Pizza, OPERATIONAL, 820 West North Avenue, Melrose Park, 2, 4.1, 1089, 41.9077706, -87.8431239
Palgong Tea, OPERATIONAL, 5811 South Madison Street, Hinsdale, 1, 4.7, 143, 41.7826042, -87.93563069999999
Guac N Tacos, OPERATIONAL, 800 Hillgrove Avenue #104, Western Springs, Price information not available, 4.2, 105, 41.8100004, -87.89894439999999
Shirin Cafe and Bakery, OPERATIONAL, 5050 North Cumberland Avenue suite 22 w, Norridge, Price information not available, 4.6, 108, 41.97211360000001, -87.8370691
Honey Butter Fried Chicken, OPERATIONAL, 3361 North Elston Avenue, Chicago, 2, 4.5, 3883, 41.94262620000001, -87.7027478
Tacos Los Peñas, OPERATIONAL, 2937 West Armitage Avenue, Chicago, Price information not available, 4.7, 33, 41.91733399999999, -87.70082839999999
Barbacoa Carnitas Birria, OPERATIONAL, 4159 South Campbell Avenue, Chicago, Price information not available, 1.6, 5, 41.81760939999999, -87.68684209999999
McDonald's, OPERATIONAL, 12700 South Ashland Avenue, Calumet Park, 1, 3.5, 1879, 41.66255899999999, -87.6614678
Flamin' Wood Fire Pies, OPERATIONAL, 5505 North Lincoln Avenue Suite A, Chicago, 2, 2, 6, 41.98156349999999, -87.69252209999999
Top Buns, OPERATIONAL, 476 Chicago Ridge Mall, Chicago Ridge, 2, 5, 14, 41.7154627, -87.78411050000001
Tdsnhyuirdse Co, OPERATIONAL, 2411 South Western Avenue, Chicago, Price information not available, No rating, No ratings, 41.8480198, -87.6852159
Starbucks, OPERATIONAL, 6576 North Sheridan Road, Chicago, 2, 4.3, 536, 42.0022063, -87.6610309
Birrieria Don Sosa, OPERATIONAL, 1910 South Cicero Avenue, Cicero, Price information not available, 4.6, 430, 41.85446109999999, -87.7448702
Taco Bell, OPERATIONAL, 3350 West Roosevelt Road, Chicago, 1, 3.7, 760, 41.8667472, -87.7103163
Oceano Azul, OPERATIONAL, 4109 South Harlem Avenue, Stickney, 3, 3.8, 946, 41.8172399, -87.8021263
Westchester Inn, OPERATIONAL, 3069 Wolf Road, Westchester, 2, 4.6, 793, 41.8349071, -87.897657
Rico Antojo, OPERATIONAL, 2301 South Central Avenue, Cicero, 1, 4.5, 22, 41.84905089999999, -87.763687
Dunkin', OPERATIONAL, 6200 West Belmont Avenue, Chicago, 1, 3.7, 184, 41.93869400000001, -87.7813252
Naty's Pizza #2, OPERATIONAL, 1757 West Chicago Avenue #5009, Chicago, 1, 4.4, 272, 41.89587900000001, -87.67191199999999
Dunkin', OPERATIONAL, 5602 North Clark Street, Chicago, 1, 4.1, 162, 41.98370269999999, -87.66917649999999
Corner Bakery, OPERATIONAL, 5369 Touhy Avenue, Skokie, 2, 4.2, 762, 42.01146180000001, -87.7626951
Sharks Fish and Chicken, OPERATIONAL, 11901 South Paulina Street, Calumet Park, 1, 3.9, 322, 41.6772291, -87.6640493
Jen's Guesthouse, OPERATIONAL, 8989 Archer Avenue, Willow Springs, 2, 4.5, 889, 41.7266667, -87.8819444
Chili's Grill & Bar, OPERATIONAL, Chicago O'Hare International Airport, Terminal 2, 11601 West Touhy Avenue Gate F9, Chicago, Price information not available, 2.8, 520, 41.9749597, -87.9061777
J & J Fish & Chicken, OPERATIONAL, 5500 West Chicago Avenue, Chicago, 1, 3.8, 373, 41.8951498, -87.76387199999999
Jamaican Jerk Spice, OPERATIONAL, 6500 South Cottage Grove Avenue, Chicago, 2, 3.6, 592, 41.7766642, -87.60605439999999
Thai Neighbor, OPERATIONAL, 250 Chicago Avenue, Oak Park, 2, 4.7, 121, 41.8947825, -87.7824437
Dunkin', OPERATIONAL, 2300 North Clark Street, Chicago, 1, 3.8, 165, 41.923897, -87.63969300000001
Pizza y Pan Pa' Ya Montrose, OPERATIONAL, 3125 West Montrose Avenue, Chicago, 1, 4.5, 1217, 41.9610845, -87.70687389999999
P & S Meats and Greek Grill, OPERATIONAL, 7544 North Milwaukee Avenue, Chicago, 2, 4.9, 35, 42.0181441, -87.8072613
City Tap and Grill, OPERATIONAL, 7320 West Irving Park Road, Norridge, 2, 4.4, 765, 41.952921, -87.8107859
Horse Thief Hollow, OPERATIONAL, 10426 South Western Avenue, Chicago, 2, 4.5, 537, 41.703866, -87.68194799999999
Alicia Little, OPERATIONAL, 8716 South Stony Island Avenue, Chicago, Price information not available, No rating, No ratings, 41.7381147, -87.5856558
Suparossa Carryout & Delivery, OPERATIONAL, 7319 West Lawrence Avenue, Harwood Heights, 3, 3.8, 132, 41.9669291, -87.8103821
Black Oak Tavern, OPERATIONAL, 9630 South Pulaski Road, Oak Lawn, 2, 4.3, 461, 41.7177112, -87.7219561
Manzo's Burger, OPERATIONAL, 2353 West 111th Street, Chicago, 1, 4.7, 613, 41.6916402, -87.6806723
Marlins, OPERATIONAL, 7236 39th Street, Lyons, 1, 4.4, 370, 41.8214388, -87.8044535
Jimmy John's, OPERATIONAL, 7604 West 95th Street, Hickory Hills, 1, 3.9, 253, 41.71913729999999, -87.808905
Popeyes Louisiana Kitchen, OPERATIONAL, 12100 Western Avenue, Blue Island, 1, 3.6, 958, 41.6734079, -87.6808507
Subway, OPERATIONAL, 4850 North Harlem Avenue Unit B3, Harwood Heights, 1, 3.1, 120, 41.9687462, -87.80776050000001
McDonald's, OPERATIONAL, 8415 South Pulaski Road, Chicago, 1, 3.3, 1164, 41.740059, -87.72130299999999
Paterno's Pizza, OPERATIONAL, 5303 North Milwaukee Avenue, Chicago, 1, 4.4, 577, 41.97750000000001, -87.7686111
Garden Berry Cafe, OPERATIONAL, 777 North York Road, Hinsdale, 1, 4.6, 189, 41.8156218, -87.9245941
O'Neil's on Wells, OPERATIONAL, 411 South Wells Street, Chicago, 1, 4.2, 337, 41.8764494, -87.6335063
Jimmy John's, OPERATIONAL, 2231 North Lincoln Avenue, Chicago, 1, 3.4, 64, 41.9227259, -87.64470829999999
All Together Now, OPERATIONAL, 2119 West Chicago Avenue, Chicago, 2, 4.7, 266, 41.8956527, -87.68038299999999
Laredo Taco Company, OPERATIONAL, 2139 Mannheim Road, Northlake, Price information not available, 3.8, 26, 41.91652330000001, -87.8833957
Lou Malnati's Pizzeria, OPERATIONAL, 1120 North State Street, Chicago, 2, 4.5, 5307, 41.9026225, -87.6285973
Big Bowl Chinese Express, OPERATIONAL, Chicago O'Hare International Airport, International Terminal 5, Concourse M Gate M7, Chicago, Price information not available, 2.2, 192, 41.975168, -87.8916224
Poor Dog Inc, OPERATIONAL, 4047 West 115th Street, Alsip, Price information not available, 4.6, 304, 41.68357899999999, -87.722285
Fried Rice Express, OPERATIONAL, 7108 West Higgins Avenue, Chicago, 1, 4.3, 241, 41.980868, -87.805137
So Soulful Eatery, OPERATIONAL, 3944 West Chicago Avenue, Chicago, 2, 2.9, 45, 41.8954949, -87.72541989999999
Chen's House, OPERATIONAL, 10258 Central Avenue, Oak Lawn, 1, 3.6, 222, 41.7058585, -87.76033129999999
China Dragon 2, OPERATIONAL, 7600 Madison Street, Forest Park, Price information not available, 4.4, 139, 41.87935579999999, -87.8140071
YazFitStudio, OPERATIONAL, 2501 South Central Park Avenue, Chicago, Price information not available, 4.9, 12, 41.84612130000001, -87.714574
Redhot Ranch, OPERATIONAL, 2449 West Armitage Avenue, Chicago, 1, 4.6, 1386, 41.9174653, -87.68925929999999
Los Candiles Restaurant, OPERATIONAL, 2624 South Central Park Avenue, Chicago, 1, 4.5, 411, 41.8436501, -87.7149292
Pizano's Pizza & Pasta, OPERATIONAL, 800 North Dearborn Street, Chicago, 2, 3, 215, 41.8968129, -87.630088
2 Asian Brothers, OPERATIONAL, 3222 West Foster Avenue, Chicago, 1, 4.3, 343, 41.9759714, -87.7096859
Jerk Fried Chicken, OPERATIONAL, Chicago, Price information not available, 4.7, 3, 41.7290565, -87.6631959
Cafe Beograd, OPERATIONAL, 2933-39 West Irving Park Road, Chicago, 2, 4.6, 1573, 41.9537535, -87.70210329999999
World Good Noodle Inc., OPERATIONAL, 2522 South Halsted Street, Chicago, Price information not available, No rating, No ratings, 41.8463975, -87.6465949
Lawrence Fish Market, OPERATIONAL, 3920 West Lawrence Avenue, Chicago, 1, 4.7, 1527, 41.9684011, -87.72652339999999
Wow Bao @ Red Mango LaGrange, OPERATIONAL, 81 LaGrange Road, La Grange, Price information not available, No rating, No ratings, 41.81295840000001, -87.8692942
Farmer's Fridge, OPERATIONAL, 1500 South Fairfield Avenue, Chicago, Price information not available, No rating, No ratings, 41.86083289999999, -87.6945942
Courageous OAK PARK, OPERATIONAL, 736 Lake Street, Oak Park, 1, 4.3, 661, 41.888766, -87.79431600000001
Naf Naf Grill, OPERATIONAL, 1248 South Canal Street, Chicago, 1, 4.1, 86, 41.86584829999999, -87.64032619999999
Tac Quick, OPERATIONAL, 1011 West Irving Park Road, Chicago, 1, 4.4, 363, 41.9542937, -87.65508799999999
Hody's Grill, OPERATIONAL, 4747 West Roosevelt Road, Cicero, 1, 3.6, 828, 41.8656875, -87.7438007
The Atlantic Bar & Grill, OPERATIONAL, 5062 North Lincoln Avenue, Chicago, 1, 4.5, 372, 41.97341720000001, -87.69182909999999
McDonald's, OPERATIONAL, 7181 Cermak Road, Berwyn, 1, 3.7, 1070, 41.8500911, -87.8032314
Maxwell Street Express, OPERATIONAL, 11656 South Halsted Street, Chicago, 1, 4, 1003, 41.6816469, -87.64237519999999
Barnelli's Pasta Bowl, OPERATIONAL, 100 West Ontario Street, Chicago, 1, 4.1, 88, 41.8934417, -87.6315556
Reclaimed Bar & Restaurant - Chicago, OPERATIONAL, 3655 North Western Avenue, Chicago, 2, 4.6, 298, 41.9483373, -87.6879938
LG's Bar & Kitchen, OPERATIONAL, 1525 North Wells Street, Chicago, 2, 3.9, 415, 41.9098287, -87.6344732
AJ's Taqueria & Grill, CLOSED_TEMPORARILY, 1056 Busse Highway, Park Ridge, Price information not available, 4.7, 51, 42.0261524, -87.8590937
Albott's Shop Around the Block, OPERATIONAL, 6551 West 63rd Street, Chicago, Price information not available, 5, 1, 41.7774233, -87.7857138
Fat Rosie's Taco & Tequila Bar, OPERATIONAL, 4504 West Touhy Avenue, Lincolnwood, 2, 4.8, 2222, 42.0120604, -87.7414395
Au Bon Pain, OPERATIONAL, 1801 West Taylor Street, Chicago, 2, 3.5, 14, 41.8689865, -87.6716051
Billy Bricks Wood Fired Pizza - La Grange, OPERATIONAL, 18 West Harris Avenue, La Grange, Price information not available, 4, 86, 41.8137211, -87.8704151
Tamaleria Roman, OPERATIONAL, 5054 West Armitage Avenue, Chicago, Price information not available, 3.5, 8, 41.91702009999999, -87.7530853
Flapjack Brewery, OPERATIONAL, 6833 Stanley Avenue, Berwyn, Price information not available, 4.7, 253, 41.8333904, -87.7945749
El Biggie, CLOSED_TEMPORARILY, 4049 West 79th Street, Chicago, Price information not available, No rating, No ratings, 41.7491485, -87.7236709
7 Lunas Mexican food, OPERATIONAL, 8800 South Commercial Avenue, Chicago, 2, 3.8, 4, 41.7353933, -87.5516986
Restaurant & Salon Los Dos Compadres, CLOSED_TEMPORARILY, 2409 Mannheim Road, Franklin Park, 1, 4.3, 379, 41.92255399999999, -87.8840249
Tropicuba, OPERATIONAL, 4318 West Fullerton Avenue, Chicago, 1, 4.4, 610, 41.9246062, -87.7349412
Taco Bell, OPERATIONAL, 7535 North Harlem Avenue, Niles, 1, 4, 882, 42.01839340000001, -87.80624089999999
Tacos El Rey, OPERATIONAL, 9625 South Ewing Avenue, Chicago, 1, 3.9, 400, 41.72055759999999, -87.5350302
Subway, OPERATIONAL, 1525 West Madison Street, Chicago, 1, 3.5, 112, 41.8812739, -87.6651215
Suda's, OPERATIONAL, 1524 West Fullerton Avenue, Chicago, 2, 4.8, 300, 41.92535779999999, -87.6667917
Uru-Swati, OPERATIONAL, 2629 West Devon Avenue, Chicago, 1, 3.9, 755, 41.99749569999999, -87.6957934
Bitter Pops, OPERATIONAL, 3357 North Lincoln Avenue, Chicago, 2, 4.8, 723, 41.94315450000001, -87.6708106
Kim’s Korean Cuisine & Sushi, OPERATIONAL, 3422 North Broadway, Chicago, 2, 4.9, 389, 41.9438963, -87.6454327
Tasty chicken n burger, CLOSED_TEMPORARILY, 749 South Cicero Avenue, Chicago, Price information not available, 5, 1, 41.8706634, -87.7446032
Burger King, OPERATIONAL, 748 West Diversey Parkway, Chicago, 1, 3.6, 502, 41.93302610000001, -87.64839339999999
Durango Restaurant, CLOSED_TEMPORARILY, 603 Lake Street, Maywood, Price information not available, 3.4, 7, 41.89022689999999, -87.8407728
Shaw's Crab House, OPERATIONAL, 21 East Hubbard Street, Chicago, 3, 4.6, 5030, 41.8899505, -87.6271084
The Dugout Bar, OPERATIONAL, 950 West Addison Street, Chicago, 1, 3.3, 345, 41.94739729999999, -87.6539586
Las Kecas del Boulevard, OPERATIONAL, West 24th Street &, South California Avenue, Chicago, Price information not available, 4.2, 5, 41.8474186, -87.69530859999999
Daebak Chinatown, OPERATIONAL, 2017 South Wells Street Square, Chicago, 2, 3.9, 1672, 41.854805, -87.632635
Cecys chicken, OPERATIONAL, 6300 West 79th Street, Burbank, 1, 4.5, 71, 41.74868209999999, -87.77798589999999
China Chop Suey, OPERATIONAL, 6425 West North Avenue, Oak Park, 1, 4.2, 184, 41.9087488, -87.7857032
Jelly Jam Restaurant, OPERATIONAL, 6300 Cermak Road, Berwyn, 2, 3.4, 554, 41.8509593, -87.7812348
Cannons Jerk, CLOSED_TEMPORARILY, 205 West 87th Street, Chicago, 2, 3.7, 57, 41.7349547, -87.6293582
Chef Art Smith’s Reunion, OPERATIONAL, Navy Pier, 600 East Grand Avenue, Chicago, 2, 4.2, 574, 41.89147029999999, -87.6096683
Taqueria Picazo, OPERATIONAL, 9710 South Commercial Avenue, Chicago, 2, 4, 91, 41.7186986, -87.5513173
Yummy Buffet, OPERATIONAL, 3925 West Lawrence Avenue, Chicago, 2, 3.6, 502, 41.96809380000001, -87.7264251
Las Brisas Del Mar, OPERATIONAL, 3207 West 51st Street, Chicago, 1, 4.1, 1177, 41.8006222, -87.7041991
Palermo's 95th Italian Cuisine, OPERATIONAL, 4849 95th Street, Oak Lawn, 2, 4.3, 2445, 41.71981, -87.74250909999999
J Wok Chinese Kitchen, OPERATIONAL, 6641 Roosevelt Road, Berwyn, 2, 3.8, 352, 41.8648477, -87.790989
Smoke’s Bistro, OPERATIONAL, 1225 East 87th Street, Chicago, Price information not available, 4.5, 126, 41.736547, -87.5940275
Sonic Drive-In, OPERATIONAL, 2922 South Cicero Avenue, Cicero, 1, 3.5, 2489, 41.8392933, -87.7443192
Baby BBQ Fire, OPERATIONAL, 6715 West 26th Street, Berwyn, Price information not available, 4.3, 97, 41.8434256, -87.7915036
R.J. Grunts Burgers, OPERATIONAL, International Terminal 5, 10000 West Balmoral Avenue, Chicago, Price information not available, 1.6, 285, 41.9743943, -87.8905948
Tom's on Edens, OPERATIONAL, 6045 North Cicero Avenue, Chicago, Price information not available, 4.8, 18, 41.9912401, -87.7480762
Pokiology, OPERATIONAL, 4600 North Magnolia Avenue, Chicago, 1, 4.4, 470, 41.965512, -87.661456
Rocky's Pancake House, OPERATIONAL, 2948 East 83rd Street, Chicago, 1, 4.3, 269, 41.74481979999999, -87.5520435
The Sit Down Cafe & Sushi Bar, OPERATIONAL, 1312 East 53rd Street, Chicago, 2, 4.3, 548, 41.7996239, -87.594447
Antonino's Ristorante, OPERATIONAL, 701 West Hillgrove Avenue, La Grange, 2, 4.4, 267, 41.81471090000001, -87.87822980000001
Dino's Carry-Outs, OPERATIONAL, 4135 South Archer Avenue, Chicago, 1, 4.4, 258, 41.81829159999999, -87.6971064
Dunkin', OPERATIONAL, 333 West North Avenue, Chicago, 1, 3.7, 279, 41.9108949, -87.6380471
JJ & Atomic Sub, OPERATIONAL, 6458 South Cottage Grove Avenue, Chicago, 1, 3.9, 116, 41.77691720000001, -87.60611229999999
MANNING'S ISLAND BAR & GRILL, OPERATIONAL, 12336 South Ashland Avenue, Calumet Park, 2, 4.6, 197, 41.669025, -87.66134780000002
Auntie Anne's, OPERATIONAL, 5220 Fashion Outlets Way, Rosemont, 1, 3.9, 19, 41.9749855, -87.8671165
Pollo Express, OPERATIONAL, 1315 West 18th Street, Chicago, 1, 4.6, 661, 41.85775520000001, -87.6594906
Panino's Pizza - Chicago, OPERATIONAL, 3702 North Broadway, Chicago, 2, 4.5, 391, 41.94923439999999, -87.64906359999999
Darla's Deli & Café of Justice, OPERATIONAL, 7801 Archer Avenue, Justice, Price information not available, 4, 9, 41.747651, -87.8400272
Hoa My Chinese Restaurant, OPERATIONAL, 8528 West Lawrence Avenue, Norridge, 1, 4.5, 170, 41.9669438, -87.8386749
Sarpino's Pizzeria - Chicago Bucktown/Wicker Park, OPERATIONAL, 1852 North Damen Avenue, Chicago, 2, 3.8, 393, 41.9153432, -87.67781079999999
The Local Bagel Co., OPERATIONAL, 4709 95th Street, Oak Lawn, Price information not available, 4.8, 43, 41.7198481, -87.73892289999999
Pudgy's Pizza & Sandwiches, OPERATIONAL, 13460 South Baltimore Avenue, Chicago, 2, 4.4, 296, 41.650128, -87.5473351
Farmer's Fridge, OPERATIONAL, Located in the Vendeteria, 5555 West Grand Avenue, Chicago, Price information not available, No rating, No ratings, 41.917725, -87.76530699999999
Flames Grill, OPERATIONAL, Curtis Granderson Stadium, 901 West Roosevelt Road, Chicago, 2, 5, 2, 41.8665933, -87.64927809999999
Hoots Cicero, OPERATIONAL, 2201-D South Cicero Avenue, Cicero, 2, 3.8, 599, 41.85065640000001, -87.7439359
The Chicago Diner, Lakeview, OPERATIONAL, 3411 North Halsted Street, Chicago, 2, 4.7, 3061, 41.9440107, -87.6491327
Alibaba Retro Club, OPERATIONAL, 5211 North Harlem Avenue, Chicago, 2, 4.2, 31, 41.9759675, -87.806803
King Sweets Restaurant, OPERATIONAL, 2308 West Devon Avenue, Chicago, 1, 4.3, 671, 41.9980059, -87.68790899999999
Hilltop Restaurant, OPERATIONAL, 2800 West Foster Avenue, Chicago, 1, 4, 304, 41.9759717, -87.6991742
Taco Bell, OPERATIONAL, 6631 South Cicero Avenue, Chicago, 1, 3.8, 643, 41.77210340000001, -87.74181019999999
McDonald's, OPERATIONAL, 7832 South Western Avenue, Chicago, 1, 3.4, 1048, 41.751283, -87.683329
Burger King, OPERATIONAL, 2834 West Irving Park Road, Chicago, 1, 3.6, 655, 41.95424719999999, -87.6999441
Pete's Dueling Piano Bar, OPERATIONAL, 5510 Park Place, Rosemont, Price information not available, 4.5, 385, 41.9787305, -87.86847259999999
Chipotle Mexican Grill, OPERATIONAL, 5801 LaGrange Road, Countryside, 1, 3.9, 732, 41.7847779, -87.868123
Mariscos El Oceano, OPERATIONAL, 5960 South Archer Avenue, Chicago, Price information not available, 4.6, 248, 41.7955555, -87.7651441
Pizza Friendly Pizza, OPERATIONAL, 1039 North Western Avenue, Chicago, 1, 4.4, 265, 41.90049550000001, -87.6866572
Pete's Fresh Market #8 - Evergreen Park, OPERATIONAL, 3720 95th Street, Evergreen Park, 2, 4.4, 4884, 41.7210326, -87.7146818
Chipotle Mexican Grill, OPERATIONAL, 525 West Monroe Street L1A, Chicago, 1, 3.8, 735, 41.880364, -87.64086859999999
Anelya, OPERATIONAL, 3472 North Elston Avenue, Chicago, 2, 4.4, 194, 41.9442056, -87.7056575
Burrito House, OPERATIONAL, 3718 North Elston Avenue, Chicago, 1, 4.3, 996, 41.94892660000001, -87.7124838
Slice Factory, OPERATIONAL, 1502 West 18th Street, Chicago, 1, 4, 417, 41.8579473, -87.6640366
Rumi Middle Eastern Grill, OPERATIONAL, 1534 North Milwaukee Avenue, Chicago, 1, 4.5, 599, 41.9093142, -87.67605189999999
West Side, OPERATIONAL, 704 West Burlington Avenue, La Grange, Price information not available, 4.9, 14, 41.81359630000001, -87.87855909999999
Great American Bagel, OPERATIONAL, 1-9 Upper Level T1 Street, Chicago, 1, 2.5, 104, 41.9807917, -87.90622979999999
Rise N Thrive, OPERATIONAL, 185 East Butterfield Road, Elmhurst, Price information not available, 4.8, 39, 41.8696791, -87.9357553
Subway, OPERATIONAL, 1510 North Cicero Avenue Space 15, Chicago, 1, 3.6, 106, 41.908266, -87.7466328
35th Street Red Hots, OPERATIONAL, 500 West 35th Street, Chicago, 1, 4.6, 1051, 41.8309891, -87.63898379999999
Carby Eats, OPERATIONAL, 7805 West Grand Avenue, Elmwood Park, Price information not available, 5, 46, 41.9262522, -87.8213105
Dunkin', CLOSED_TEMPORARILY, Mall, 7501 Cermak Road, North Riverside, 1, 3.3, 54, 41.84717999999999, -87.81071299999999
New China Wok, OPERATIONAL, 9906 Roosevelt Road, Westchester, 1, 4.1, 422, 41.8639728, -87.8705686
Domino's Pizza, OPERATIONAL, 3144 West Devon Avenue, Chicago, 1, 4, 503, 41.9976302, -87.7088168
Piccolo Sogno, OPERATIONAL, 464 North Halsted Street, Chicago, 3, 4.5, 1931, 41.89086760000001, -87.6478939
La Lupita Mexican Restaurant, OPERATIONAL, 6539 Cermak Road, Berwyn, 2, 4.1, 1465, 41.85026120000001, -87.7879289
Los Anafres, OPERATIONAL, 4234 West North Avenue, Chicago, Price information not available, No rating, No ratings, 41.90995640000001, -87.73271749999999
SALT burgers + fries, OPERATIONAL, 6558 North Sheridan Road, Chicago, 1, 4.5, 93, 42.0018273, -87.6609677
Lottie's Pub, OPERATIONAL, 1925 West Cortland Street, Chicago, 1, 4.4, 1513, 41.9157902, -87.6761834
YiaYia's Cafe, OPERATIONAL, 13 Grant Square, Hinsdale, 2, 4.5, 377, 41.802636, -87.93271899999999
Snacks 911, OPERATIONAL, 1053 East 95th Street, Chicago, 1, No rating, No ratings, 41.72191339999999, -87.5975958
Aztec Dave's Food Truck, OPERATIONAL, 1143 North California Avenue, Chicago, 1, 4.2, 63, 41.90238069999999, -87.6966107
Dunkin', OPERATIONAL, 5801 North River Road Cta, Rosemont, 1, 3.4, 81, 41.9841315, -87.8602615
Lumes Brunch Cafe, OPERATIONAL, 900 Plainfield Road, Willowbrook, 2, 4.4, 361, 41.761885, -87.9431809
Arun's Thai Restaurant, OPERATIONAL, 4156 North Kedzie Avenue, Chicago, 4, 4.5, 184, 41.957447, -87.7082611
Las Islas Marias, OPERATIONAL, 2400 South Pulaski Road, Chicago, 2, 3.9, 845, 41.8477508, -87.7249143
Friendly Corne, OPERATIONAL, 8936 South Cottage Grove Avenue, Chicago, Price information not available, No rating, No ratings, 41.7328895, -87.60498079999999
Nueva Italy Pizzeria, OPERATIONAL, 7109 North Clark Street, Chicago, 2, 4.3, 130, 42.011746, -87.6742887
Easy Street Pizza & Beer Garden, OPERATIONAL, 3750 North Central Avenue, Chicago, 2, 4.5, 865, 41.9491862, -87.7671093
Cairo Kebab, OPERATIONAL, 730 West Maxwell Street, Chicago, 1, 4.7, 999, 41.86502109999999, -87.6462808
Maxwell Famous Steak & Lemonade, OPERATIONAL, 9440 South Lafayette Avenue, Chicago, Price information not available, 5, 3, 41.7223042, -87.62521319999999
Starbucks, OPERATIONAL, 4701 South Cicero Avenue, Chicago, 2, 4.1, 1077, 41.807484, -87.742874
Parkside Gyros, OPERATIONAL, 7355 North Clark Street, Chicago, 1, 4.2, 197, 42.0154022, -87.6747383
Langosta Nayarita, OPERATIONAL, 3118 West 59th Street, Chicago, 2, 4.1, 591, 41.786438, -87.70172199999999
Tandoor Char House, OPERATIONAL, 1022 North Western Avenue, Chicago, 2, 3.9, 72, 41.9001075, -87.6872977
Pittsfield Cafe, OPERATIONAL, 55 East Washington Street Lobby, Chicago, 1, 4.2, 1474, 41.88305580000001, -87.62577309999999
Burger King, OPERATIONAL, 2147 South Oak Park Avenue, Berwyn, 1, 3.5, 860, 41.8509288, -87.7929691
Ten Cafe, OPERATIONAL, 3308 North Western Avenue, Chicago, 1, 4.7, 205, 41.941241, -87.688743
Abuelita Coco, OPERATIONAL, 4821 West 95th Street, Oak Lawn, Price information not available, No rating, No ratings, 41.71985919999999, -87.7417352
Huaraches Doña Chio, OPERATIONAL, 1547 West Elmdale Avenue, Chicago, 1, 4.3, 510, 41.9907033, -87.66948119999999
Mr Chilaquil, OPERATIONAL, 3904 West 47th Street, Chicago, 1, 2.8, 484, 41.8080967, -87.7214561
La Cabanita, OPERATIONAL, 10401 South Muskegon Avenue, Chicago, 1, 4.4, 242, 41.7061449, -87.55452439999999
Harold's Chicken Shack, OPERATIONAL, 808 East 79th Street, Chicago, 1, 3.5, 612, 41.7514011, -87.6047395
Taquitos Chicago, CLOSED_TEMPORARILY, 3792 West 79th Street, Chicago, 1, 4.8, 350, 41.74980230000001, -87.7179543
El Gallo Giro, OPERATIONAL, 6531 West 63rd Street, Chicago, 1, 4.1, 240, 41.777438, -87.78493
47th Street Summertime Cantina, OPERATIONAL, 1347 West 47th Street, Chicago, Price information not available, No rating, No ratings, 41.80848029999999, -87.6595447
Kyoto Hibachi House, OPERATIONAL, 2537 South Wabash Avenue, Chicago, Price information not available, No rating, No ratings, 41.8463923, -87.62488859999999
KFC, OPERATIONAL, 10428 South Cicero Avenue, Oak Lawn, 1, 3.7, 667, 41.7026785, -87.7405469
Bacino's Italian Grill, OPERATIONAL, 248 West Diversey Parkway, Chicago, 2, 4, 174, 41.933573, -87.6354685
Tenjin Japanese Restaurant, OPERATIONAL, 3956 West Touhy Avenue, Lincolnwood, 2, 4.5, 554, 42.0120048, -87.72823609999999
MingHin Cuisine, OPERATIONAL, 2168 South Archer Avenue, Chicago, 2, 4.3, 7482, 41.8532774, -87.63484249999999
BJ's Market & Bakery, OPERATIONAL, 10000 West O'Hare Ave, Terminal 3, Concourse K, Gate K15, Chicago, Price information not available, 4, 267, 41.974229, -87.8971153
Red June Cafe, OPERATIONAL, 2020 North Leavitt Street, Chicago, 1, 4.5, 366, 41.9183072, -87.682681
Unity Foods, OPERATIONAL, 726 East 63rd Street, Chicago, Price information not available, 3, 1, 41.78052700000001, -87.60677439999999
